Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars,,
3m57PxtZU08ReZ3Xn_el3Q,Subway,1495 N Hayden Rd Scottsdale AZ 85257,1,0,1,1,0,1,0,0,0,0,0,3.5,,
W4eKE-fT24h_8b7apHh12g,Chen's Chinese Restaurant,530 E Hunt Hwy Queen Creek AZ 85243,1,0,1,1,1,0,1,0,0,0,0,2.5,,
IYVGbbABepLZ8j1bvrycLQ,Coco's Family Restaurant,9801 W Bell Road Sun City AZ 85351,1,0,1,1,1,0,0,0,0,0,1,2.5,,
Cqg3rr-JyP9CGxvMLRGmJw,Imperial Kosher Market,737 E Glendale Ave Phoenix AZ 85020,1,0,1,1,1,1,0,0,0,0,0,3.5,,
ua43cqEVmk7ric3WvasxRA,Jack-In-the Box Drive Thru,942 E Broadway Road Tempe AZ 85282,1,0,1,1,0,0,0,0,0,0,0,3.5,,
sbnCG3-CouwIu0jsApfCsQ,Johnny Rockets,7700 W. Arrowhead Center S-2202 Arrowhead Mall Glendale AZ 85308,1,0,1,1,0,0,0,0,0,0,0,3,,
faEvaCUMdOaBfXnDHHDrOQ,Subway,4340 E Indian School Rd Ste 21 Phoenix AZ 85018,1,0,1,1,0,0,0,0,0,0,0,5,,
L9X45EZhSDwT7z13TYzYlg,Burger King,12601 W Bell Rd Surprise AZ 85374,1,0,1,1,1,0,0,0,0,0,0,2,,
sdnl07WmIzVxqNQv6DdyHw,Village Inn,2780 E Germann Rd Chandler AZ 85248,1,0,1,1,1,0,0,0,0,0,1,3.5,,
SX0pCDRvuTEoXobTovJEIQ,Port of Subs,777 S College Dr Ste 103 Tempe AZ 85281,1,0,1,1,0,1,0,0,0,0,0,3.5,,
drqCrnSqtGffJ1z60aWkxg,Tilted Kilt Pub & Eatery,660 West Warner Road Tempe AZ 85284,1,0,1,0,1,1,0,0,0,0,0,3,,
vk6VFm10drmhaNHjGJWFeQ,Del Taco,3648 E Southern Ave Mesa AZ 85206,1,0,1,1,0,0,0,0,0,0,0,3,,
0YCV8260mMgN0PxuzAtO3g,Subway,144 N Central Ave Phoenix AZ 85004,1,0,0,1,1,0,0,0,0,0,0,2,,
PCxmo-5YJTa6gOfhP4Cttg,Cozy Corner Cafe,5901 E Mckellips Rd Ste 102 Mesa AZ 85215,1,0,1,1,1,0,0,0,0,0,1,4,,
Z8rpy16qv2uzZsNHm7N9cg,Wendy's,9905 W Camelback Rd Phoenix AZ 85037,1,0,0,1,1,0,0,0,0,0,0,4,,
6tJKZaJXmkzHFr2if1xYGA,Da Chicago Dog & Subs,3923 E Thomas Rd Phoenix AZ 85018,1,0,1,1,1,1,0,0,0,0,0,3,,
g2PqgHDyjj8X8v-gZA7Yhg,McDonald's,4505 E Cactus Rd Phoenix AZ 85032,1,0,1,1,0,0,0,0,0,0,1,2.5,,
cI2-F7dOj31fUiYCWY2vPg,Don Jose's,9881 W Bell Rd Sun City AZ 85351,1,0,1,1,1,0,0,0,0,0,0,4,,
jDyn5GnMiWllhB7qDpzltw,Tortas Ahogadas Guadalajara,518 N Arizona Ave Chandler AZ 85225,1,0,1,1,1,1,0,0,0,0,0,4.5,,
gL-bTBj3lYtDz7H2IK4jUw,McDonald's,800 W Pima St Gila Bend AZ 85337,1,0,1,1,0,0,0,0,0,0,1,3,,
uEgmZTgC6yzgf3kxW6PECA,Pizza Hut,29850 N Tatum Blvd Ste 113 Cave Creek AZ 85331,1,0,1,1,0,0,0,0,0,0,0,3,,
P5a2hK5G64J7DcNwLAPhuA,Firebirds Wood Fired Grill,3435 W Chandler Blvd Chandler AZ 85226,1,0,1,1,1,0,1,0,0,0,0,4,,
TbaAnzOTX2-boTbAp3e8Qw,Cafe Rio,1939 E Baseline Rd Gilbert AZ 85233,1,0,1,1,1,1,0,0,0,0,0,3.5,,
PZv6SPORD9ivj4jwKvGgjQ,Spinato's Pizza,11108 N Frank Lloyd Wright B Scottsdale AZ 85259,1,0,1,1,1,1,1,0,0,0,0,4,,
IkJGALk6OvASIiFLkuTIDg,Skippy's Grill & Cantina,23858 S Power Rd Queen Creek AZ 85242,1,0,1,1,1,0,0,0,0,0,1,3.5,,
Xs__MjMd8MWgJWFqnAN11w,Subway,3201 E Thomas Rd Ste 101 Phoenix AZ 85018,0,0,0,0,1,0,0,0,0,0,0,3,,
_NnOolczVHfhEHgCOhpxAw,El Taco Tote,1050 S Country Club Rd Mesa AZ 85210,1,0,0,1,0,1,0,0,0,0,0,4,,
Yy9hqcM4V-0Rp2bIQoR4HA,Papa John's Pizza,751 E Bell Rd. Ste 10 Phoenix AZ 85022,1,0,1,1,0,0,0,0,0,0,0,3,,
jYXgsMgpoGm1ZrHYT0CM0w,Panda Express,777 S College Ave Tempe AZ 85281,1,0,1,1,0,1,0,0,0,0,0,3,,
aSbFdUEvx8ZTPcdMIy4XTA,Jack in the Box,901 E Curry Rd Tempe AZ 85281,1,0,0,1,1,0,0,0,0,0,0,2,,
eJpr6Ks8pr4bmvDVPTN-Xg,Vermont Sandwich Co.,8880 E Via Linda Ste 104 Scottsdale AZ 85258,1,0,1,1,1,1,0,0,0,0,0,4,,
htMf9hWX1cHscJOipXmjCA,Soma Cafe,10810 N Tatum Blvd Phoenix AZ 85034,1,0,1,1,1,0,0,0,0,0,0,3.5,,
rp7X0MYQEQ4BtudkSOq7gw,Subway,2700 W Baseline Rd Tempe AZ 85283,1,0,1,1,0,0,0,0,0,0,0,4,,
XMVetdmE2IzMcRbvjhVFnQ,Arizona Club,201 N Central Ave Phoenix AZ 85004,0,0,1,0,0,0,0,0,0,0,0,4,,
eXALA0wNH2LdwpUlGvWsKw,China Olive,3434 E Thomas Rd Phoenix AZ 85018,0,0,0,1,0,0,0,0,0,0,0,2.5,,
IfVtLuSVr9hStyGoL1UXDA,McDonald's,9251 E Shea Blvd Scottsdale AZ 85260,1,0,1,1,0,0,0,0,0,0,0,2.5,,
yoA1tCBRrUt4a65CSjNHJw,White Eagle Deli and Restaurant,16846 W Bell Rd Ste 109 Surprise AZ 85374,1,0,1,1,1,0,1,0,0,0,0,3,,
WfCqK14lbTLRDgjMNDEa_g,Peter Piper Pizza,1805 E Baseline Rd Tempe AZ 85283,1,0,1,1,0,1,0,0,0,0,0,4,,
EQTdq1SJuU6bjC3myEfDWg,Barro's Pizza,3233 E Chandler Blvd Phoenix AZ 85048,1,0,1,1,1,0,1,0,0,0,0,3.5,,
BBQe1NQW0s-SKjBBHelJ_A,Hungry Howie's Pizza,3614 E Southern Ave Mesa AZ 85206,1,0,1,0,0,0,0,0,0,0,0,2.5,,
HXIwTk1zKEU9mvjkrMPLoQ,Carl's Jr.,5775 W Northern Ave Glendale AZ 85301,1,0,1,1,0,0,0,0,0,0,0,2,,
H0QkByri08NTgd8KEdyCsw,Extreme Pita,777 S College Ave Tempe AZ 85281,1,0,1,1,0,0,0,0,0,0,0,2.5,,
FyKjZyZBhzQJqWuhatD7Yw,Wendy's,727 S Cooper Rd Gilbert AZ 85233,1,0,1,1,0,0,0,0,0,0,0,2.5,,
Rg4dHuszzF0Mb4yqtoHSiA,Rudy's Burritos,9221 E Baseline Rd Mesa AZ 85209,1,0,1,1,1,1,0,0,0,0,0,4,,
oN4RW6zQn2JMlcWL7Ukqgw,A & M Pizza,445 W Hwy 287 Florence AZ 85232,1,0,1,1,1,1,0,0,0,0,0,3.5,,
5Va2HCh_R2fhdGI15K32XA,Good China Restaurant,9180 W Union Hills Dr Peoria AZ 85382,1,0,1,1,1,1,1,0,0,0,0,3.5,,
VD8a_B589J_NlCirS8QA0Q,Saba's Mediterranean Cuisine,37555 Hum Rd Ste 109 Carefree AZ 85377,1,0,1,1,1,1,1,0,0,0,0,4,,
QWrMFSrUBn7nAKnuEu-UHw,Domino's Pizza,6929 N Hayden Rd Scottsdale AZ 85250,1,0,1,1,0,0,0,0,0,0,0,3.5,,
XW65HO36L_KalDYKE1HEgQ,Subway,9151 W Peoria Ave Peoria AZ 85345,1,0,0,1,1,0,0,0,0,0,0,3.5,,
jePePaC2MlRKujbqy3EtoA,Egg Roll Lumpia Factory,2986 N Alma School Rd Chandler AZ 85224,1,0,1,1,0,0,0,0,0,0,0,3.5,,
38iSJK9_XEMuz_3JBu_k3g,KFC,1950 W Baseline Rd Mesa AZ 85202,1,0,1,1,0,0,0,0,0,0,0,2,,
1_siFXaQbxck3tiKRwnq7Q,AZ Bread Company,315 W Elliot Rd Ste 107 Tempe AZ 85284,1,0,1,1,1,0,0,0,0,1,0,4,,
ggjdeyeuUVcNmBkoEXA13g,Tacos Jalisco,3060 N 68th St Scottsdale AZ 85251,1,0,1,1,1,1,0,0,0,0,0,4,,
jN2NAKO5Rn5IT8udZ0imdg,Fatburger,1641 S Stapley Dr Ste 101 Mesa AZ 85204,1,0,1,1,1,1,0,0,0,0,0,3.5,,
ix5rNG55EmWbzTranmt_Og,Boston's,1026 S Gilbert Rd Gilbert AZ 85296,0,0,1,0,1,0,0,0,0,0,0,3,,
2B0pIRjAt64mFMV-2ZRCfg,Arby's Roast Beef,1521 W Camelback Rd Phoenix AZ 85015,1,0,1,1,0,0,0,0,0,0,0,2.5,,
xHVequQXQGVd1aT27HS6_Q,Jack In the Box,2711 S 40th St Phoenix AZ 85034,0,0,0,1,0,0,0,0,0,0,0,3.5,,
bMfvRSC-KaTu3QYGMWTv9A,G's Food,10328 W Indian School Rd Phoenix AZ 85037,1,0,1,1,1,1,0,0,0,0,0,3.5,,
jpgmMTN__BHg_lnJEUjM-g,Jade Palace,8120 N Hayden Rd Scottsdale AZ 85258,1,0,1,1,1,1,0,0,0,0,0,4.5,,
-3sztqW_An5xm287fMrXyQ,Rolbetos Mexican Food,631 N Arizona Boulevard Coolidge AZ 85228,1,0,1,1,0,0,0,0,0,0,1,4.5,,
EyXFPk2jyuLIHidI7jNsLw,Gallopin' Goose Saloon and Grill,1980 S Arizona Blvd Coolidge AZ 85128,1,0,1,1,1,0,0,0,0,0,0,4.5,,
55seKyxRWUmHC1s52xk45g,Gallagher's,3220 E Baseline Rd Phoenix AZ 85042,1,0,1,1,1,1,0,0,0,0,0,3,,
DIb64WfVqSJ_J9jqOP30pg,Burger King,3945 E Chandler Blvd Phoenix AZ 85048,1,0,1,1,0,0,0,0,0,0,0,2,,
gFGldPLVQdqbHQodU5TeUw,Pei Wei Asian Diner,267 E Bell Rd. Suite 1 Phoenix AZ 85022,1,0,1,1,1,0,1,0,0,0,0,3.5,,
7Z-1mLIoxCHUxCp54W1CGQ,Barro's Pizza,825 W Baseline Rd Ste 101 Tempe AZ 85281,1,0,1,1,1,1,1,0,1,0,0,4,,
kXlQIQMZSKBXEzxby2jDDA,Nick's,23417 N Pima Rd Scottsdale AZ 85255,1,0,1,1,1,0,0,0,0,0,0,3,,
6mwduQ8fVQ_lDKDWHLvkCA,Mr Gyros,3510 W Bell Rd Glendale AZ 85308,1,0,1,1,1,1,1,0,0,0,0,3.5,,
8FNO4D3eozpIjj0k3q5Zbg,Deer Valley Airport Restaurant,702 W Deer Valley Rd Phoenix AZ 85027,1,0,1,1,1,1,0,0,0,0,0,3,,
C9V_hoXBqc9ChMp03tU_Zw,Tonopah Family Restrauant,41101 W Indian School Road Tonopah AZ 85354,1,0,0,1,1,0,0,0,0,0,0,3.5,,
lDaRjBglhfWCRMMYbXDMNg,Some Burros,3461 W Frye Rd Chandler AZ 85226,1,0,1,1,1,1,0,0,0,0,0,3.5,,
MQkR2Y91ASYxTcjDQ53XcQ,Taco Bell,4950 W. Thunderbird Rd Glendale AZ 85306,1,0,1,1,0,1,0,0,0,0,0,3.5,,
CxvpOBZECd6nfaRUvKkEEw,Domino's Pizza,510 S Dobson Rd Mesa AZ 85202,1,0,1,1,0,0,0,0,0,0,0,3,,
40Sd5pjsCLXZ0J21SkU08g,Domino's Pizza,20046 N John Wayne Parkway Ste 104 Maricopa AZ 85239,1,0,1,1,0,0,0,0,0,0,0,3,,
FmvqqBAU_IuMk5iGp4Y0JQ,Pick Up Stix,1935 E Camelback Road Phoenix AZ 85016,1,0,1,1,1,0,0,0,0,0,0,2.5,,
ikcyah81MTF4ZzOivmPitw,Sonic Drive-In,4075 S Higley Rd Gilbert AZ 85297,1,0,1,1,0,0,0,0,0,0,0,2,,
TusXhzJIpe0xv3vm2weUhA,Barro's Pizza,5135 N Dysart Rd Litchfield Park AZ 85340,1,0,1,1,1,1,1,0,0,0,0,4,,
sH17KGxbMVrlr66n92Qh8g,Del Taco,16649 N Tatum Blvd Phoenix AZ 85032,1,0,1,1,1,0,1,0,0,0,0,3,,
L1ymPhPjisiSD6RI1NtnQg,Grazie Pizzeria Winebar,21051 W Main St Buckeye AZ 85396,1,0,1,1,1,0,1,0,0,0,0,4,,
JqB1Nxw1uuKqYFK979HZIw,Palermos Pizza,1500 S Watson Rd Buckeye AZ 85326,1,0,1,1,0,1,0,0,0,0,0,3,,
5YAcdfhksYspetBRU2cxKA,Subway,2775 W Thomas Rd Phoenix AZ 85017,1,0,1,1,1,1,0,0,0,0,1,3.5,,
3PoVeyK0Q6PAoZVHu9GCQA,Pancho's Mexican Buffet,1356 W Southern Ave Mesa AZ 85202,1,0,1,1,1,1,1,0,0,0,0,3,,
2MM8cFKHp8OaB13fp0ysGw,Lafonda Mexican Restaurant,3125 S Alma School Rd Chandler AZ 85248,1,0,0,1,1,0,0,0,0,0,0,3.5,,
YyYQgZR-6bG0gSZlsM20uA,Waters Edge Restaurant,13014 N Saguaro Blvd Fountain Hills AZ 85268,1,0,1,1,1,0,1,0,0,0,0,4,,
rhf8H7KZsMHRAprI5-D3sQ,NYPD Pizza,9845 S Priest Dr Ste 103 Tempe AZ 85284,1,0,1,1,1,1,1,0,0,0,0,4,,
XGBc_dZPCoED8LeSjxYm2A,Hungry Howie's,2934 N Hayden Rd Scottsdale AZ 85251,1,0,1,1,1,0,0,0,0,0,0,3.5,,
j6VY9UwaQCiEWfQtNyEouQ,Panaderia Y Tortilleria,2829 N 32nd St Phoenix AZ 85008,1,0,1,1,1,0,0,0,0,0,0,4,,
NrLDMGFcg56yv3mpsDilhQ,McDonald's,9071 W Olive Avenue Peoria AZ 85345,1,0,0,1,1,0,0,0,0,0,0,1,,
GJYnefPDjq_ry-LANiww7w,Wendy's,4684 E Ray Rd Gilbert AZ 85296,0,0,0,1,1,0,0,0,0,0,0,3.5,,
7LrUXau46tXRsLzJuQtarQ,Mama T's Pizza,995 E Ocotillo Rd Ste 1 Chandler AZ 85249,1,0,0,0,0,0,0,0,0,0,0,3,,
aJQWCy_lGqAfGKJR5-fvWg,Rosati's Pizza,18555 N 59th Ave Glendale AZ 85308,1,0,0,1,0,0,0,0,0,0,0,2.5,,
nS-7i9dyLr1M4pwWjNmCEQ,McDonald's,2001 N Country Club Dr Mesa AZ 85201,1,0,1,1,0,0,0,0,0,0,0,2.5,,
MkG0X_ubfBRoxvjxYvldbA,Port of Subs,1158 W Washington St Tempe AZ 85281,1,0,1,1,1,1,0,0,0,0,0,3.5,,
Y6vZpT6FB7uQftDGf9jaDA,Ginger China Bistro,5940 W Union Hills Dr Glendale AZ 85308,1,0,1,1,1,1,1,0,0,0,0,4,,
KPffNxenVXEbKeSeC-zmfQ,McDonald's,650 E Bell Rd Phoenix AZ 85022,1,0,0,1,0,0,0,0,0,0,0,1.5,,
cP5b_MfFFH84j835V2HWcw,Subway,5130 W Baseline Rd Laveen AZ 85339,1,0,1,1,0,0,0,0,0,0,0,2.5,,
SahvCnFp3OvUVZIAYCyckw,34 Easy St,34 Easy St Carefree AZ 85377,0,0,1,0,1,0,0,0,0,0,0,3.5,,
h_DZ88RQR3WnzyhJKhcbTA,McDonalds,8452 W Thunderbird Rd Peoria AZ 85381,1,0,1,1,1,0,0,0,0,0,1,3,,
AWLrBBkovnoJxhOglCygXw,China Buffet,17119 N Litchfield Rd Surprise AZ 85374,1,0,1,1,1,1,1,0,0,0,0,3,,
IpI-5jb7m5UGaDB4c5lH9g,Wendy's,3330 W Bethany Home Rd Phoenix AZ 85017,0,0,0,1,1,0,0,0,0,0,0,2.5,,
kuQhOoT4viBi1hzyXQ10CA,Baja Fresh Mexican Grill,14858 N Frank Lloyd Wright B Scottsdale AZ 85260,1,0,1,1,0,0,0,0,0,0,0,3.5,,
6I-mDaBLkOFrN-XkMWPr7g,Kashman's Place,32531 N Scottsdale Rd Ste 105 Scottsdale AZ 85262,1,0,0,1,1,1,0,0,0,1,1,4,,
YxT-QYCAfg_jaS0g6Xx0Bw,Cafe Roma,Arizona Ctr Mall 455 N 3rd St Phoenix AZ 85004,1,0,1,1,1,1,1,0,0,0,0,3,,
EOCQ5E0lakUyBvUH0L9--g,Rumbi Island Grill,4280 E Indian School Rd Phoenix AZ 85018,0,0,0,1,1,0,0,0,0,0,0,3,,
38G8LPiqECn_P6LQfUnfZA,Ristorante Paesano,4356 W Thunderbird Rd Phoenix AZ 85003,1,0,1,1,1,1,1,0,0,0,0,2.5,,
1zDCfNgtfyh-Uw8j3JxhHA,Los Favoritos Tacos Shop,1340 E Broadway Rd Ste 105 Tempe AZ 85282,1,0,1,1,1,1,0,0,0,0,0,4,,
X84kGyCyBbPDhIb_l-N3xw,Angelinas Mexican Food,5115 N 27th Ave Phoenix AZ 85017,0,0,1,0,0,0,0,0,0,0,0,4.5,,
84FqEj70SuGW22I2l6SxdQ,Ray's Pizza,3134 W Carefree Hwy Phoenix AZ 85086,1,0,0,0,1,0,0,0,0,0,0,3.5,,
d_gczuhu8T-J0CT9JMb5PA,The Monastery Mesa,4810 E McKellips Road Mesa AZ 85215,0,0,1,0,1,0,0,0,1,0,0,3.5,,
RDsI90jKZOtaC0kbRhw-Gg,Silke's American Grill,2036 N Gilbert Rd Mesa AZ 85203,1,0,1,1,0,1,1,0,0,0,0,3.5,,
gHbS3YAfJFQwwuTMSe4H_A,Yogi's Teriyaki and Grill,1130 W Grove Ave Mesa AZ 85210,1,0,1,1,1,1,0,0,0,0,0,3.5,,
J2vlvmOvgVmCy0GdNqJN8Q,Barro's Pizza,8390 W Cactus Rd Peoria AZ 85383,1,0,1,1,1,1,0,0,0,0,0,4,,
8HmSt7fRFe-uH6i4yCmJQQ,Kfc,1470 N Dysart Rd Goodyear AZ 85338,1,0,0,1,1,0,0,0,0,0,0,1.5,,
Oq6auTf00XU2s5CJKKa7PA,Don Rafa Taqueria,1467 N Dysart Rd Ste 107 Avondale AZ 85323,1,0,1,1,1,0,0,0,0,0,0,3.5,,
xvXg-2LlqpEoycrvruR_nA,Wienerschnitzel,9370 W Northern Ave Glendale AZ 85305,1,0,1,1,0,0,0,0,0,0,0,3.5,,
v-d8Fvd77bOLCysXCb21Cw,Village Inn,2700 N Litchfield Rd Goodyear AZ 85338,1,0,1,1,1,0,0,0,0,0,1,2.5,,
yMhjh0ASFZscz0QlLxAj0w,Native Grill & Wings,23706 S Power Rd Queen Creek AZ 85142,1,0,1,1,1,1,0,0,0,0,0,3,,
sGNzxsfHm1hflwa_tClhcw,Salerno's Restaurant & Pizzeria,3921 E Guadalupe Rd Gilbert AZ 85234,1,0,1,1,1,0,1,0,0,0,0,3.5,,
O6gB9LGMIpIV5TawmMjSWw,Scottsdale Culinary Institute,8100 East Camelback Rd Ste 1001 Scottsdale AZ 85251,0,0,0,0,1,0,0,0,0,0,0,2.5,,
UgoLbdEvSyO0o7tgcDFVdg,McDonald's,9955 S Priest Dr Tempe AZ 85284,1,0,0,1,1,0,0,0,0,0,0,2,,
KMWwR6M2C4egF_cZWHD0UQ,Peter Piper Pizza,1463 N Dysart Rd Avondale AZ 85323,1,0,1,1,1,1,0,0,0,0,0,1.5,,
4uuUxywiTmzzOHxRrcxZLQ,Panda Express,4040 S Arizona Ave Chandler AZ 85248,1,0,1,1,0,0,0,0,0,0,0,3,,
Bvw2qmZkzIJERXktRSl8Xw,Subway,756 S Gilbert Rd Gilbert AZ 85296,0,0,0,0,1,0,0,0,0,0,0,1.5,,
79_ximd9-lVcXcWqZy8RgA,Sarku Japan,7014 E Camelback Rd Scottsdale AZ 85251,1,0,1,1,0,1,0,0,0,0,0,4,,
DvPsl-CtYj3Q5GnOgClyew,Oggi's Pizza & Brewing Company,8763 E Bell Rd Scottsdale AZ 85260,1,0,1,1,0,0,0,0,0,0,0,2.5,,
GQck1WKEOYjgQReVLeCTHQ,Papa John's Pizza,4501 E Thomas Rd Ste 127 Phoenix AZ 85018,1,0,1,0,0,0,0,0,0,0,0,2.5,,
#NAME?,Prickly Pear Fresh Mexican Grill,14740 N Northsight Boulevard Scottsdale AZ 85260,1,0,1,1,1,1,1,0,0,0,0,4,,
czqHyYZuxqPtEEDGclPRHA,Panda Express,9111 N 59th Ave Glendale AZ 85302,1,0,1,1,0,0,0,0,0,0,0,2.5,,
koCfyexzjjF3pZrzijlL3g,Denny's Anthem,4211 W Anthem Way Anthem AZ 85086,1,0,1,1,1,0,0,0,0,0,0,3.5,,
CH116u4TyXGaTaKFnliASA,Applebee's,9330 W Northern Ave Glendale AZ 85305,1,0,1,1,1,1,0,0,0,0,0,2.5,,
YrUSzn3mh5croAXg9zKMGA,Peter Piper Pizza,4105 N 51St Ave Ste 111 Phoenix AZ 85031,1,0,1,1,0,0,0,0,0,0,0,3,,
MhrCCsseuyfJHXmIZLHayw,Subway,9015 E Via Linda Scottsdale AZ 85258,1,0,1,1,0,1,0,0,0,0,0,3.5,,
P3iDgFNqeiOyFDjYeHXW9Q,Sarku Japan,6555 E Southern Ave Space H10 Mesa AZ 85206,1,0,1,1,1,0,0,0,0,0,0,3.5,,
xIW4_LNHNIJa-YwC05UH3w,Jack in the Box,1945 W Main St Mesa AZ 85201,1,0,0,1,1,0,0,0,0,0,0,3.5,,
1eBJyYf3JEccqXUFxG1VWQ,Dilly's Deli Sandwich Shop,14202 N Scottsdale Rd Scottsdale AZ 85254,1,0,1,1,1,1,0,0,0,0,0,3.5,,
7rs4ZwSHH57epBipWomYhw,Papa John's Pizza,2111 S Alma School Rd Mesa AZ 85210,1,0,1,1,0,0,0,0,0,0,0,3,,
XcLBRRnMVesxZ4ijf8yilA,Burger King,4422 W Glendale Ave Glendale AZ 85301,1,0,0,1,1,0,0,0,0,0,0,3,,
vX1zpCqnyb0GhBa3i_hzRA,Parmigiano Italian Bistro,23535 N Scottsdale Rd Ste 102 Scottsdale AZ 85255,1,0,1,0,1,0,1,0,0,0,0,4.5,,
UdXn5e3o_biQoUNv0L-RYQ,Carl's Jr.,4515 E McKellips Rd Mesa AZ 85215,1,0,1,1,1,0,0,0,0,0,0,2.5,,
nPgN4EXdcfdCGGlyHScc_g,Taqueria Durango,818 W Broadway Rd Tempe AZ 85282,0,0,0,0,1,0,0,0,0,0,0,3.5,,
Gwz2qprfIx2S9jytTk7VsQ,Applebee's,2805 S Alma School Rd Chandler AZ 85248,0,0,0,1,0,0,0,0,0,0,0,4,,
7KB3eQJASverUUah-I_0ZA,Pei Wok,3233 E Chandler Blvd Ste 6 Phoenix AZ 85048,1,0,1,0,1,0,0,0,0,0,0,3,,
0NlTmTzKYXbE6Hx2iGEb5A,El Encanto DOS,1112 E Carefree Hwy Phoenix AZ 85085,1,0,1,1,1,0,1,0,0,0,0,3,,
fgVwzwERnAicqg38PawxsA,Applebee's,2501 W Happy Valley Rd Phoenix AZ 85085,1,0,1,1,0,1,0,0,0,0,0,2.5,,
3_bIpfMJmwdmaVAiD4BxeQ,Z Pizza,7131 W Ray Rd Ste 9 Chandler AZ 85226,1,0,0,1,0,0,0,0,0,0,0,3.5,,
7TMf1NuuAdvhG7IojZSKnw,Zipps Sports Grill,3950 W Ray Rd Chandler AZ 85226,1,0,1,1,1,0,1,0,0,0,0,3.5,,
HzQCwY-f1v45ZNt63vrFjw,Panda Express,5010 W Baseline Rd Laveen AZ 85339,1,0,0,1,1,0,0,0,0,0,0,3,,
4QPJpaNl_iu8Hiycre7hQQ,Mesa Community Family Restaurant,535 N Country Club Dr Mesa AZ 85201,1,0,1,1,1,0,0,0,0,0,1,3.5,,
xIoJkKFGx45iKtqXK5cDNg,Jack in the Box,520 N Estrella Pkwy Goodyear AZ 85338,1,0,0,1,1,0,0,0,0,0,0,2,,
J3INwTy4KZJ8aJwVoOqAJA,Garcia's Mexican Restaurant,5000 S Arizona Mills Cir Tempe AZ 85282,1,0,1,1,1,1,0,0,0,0,0,3,,
XxE8YV18K6Cb7uvQLN3XZQ,Georges Gyros,205 N Country Club Dr Mesa AZ 85201,1,0,1,1,1,1,0,0,0,0,0,4.5,,
_3Hpnxe1sJ6GOLpSRkgWyQ,Hungry Howies,4625 E Thomas Rd Phoenix AZ 85018,1,0,1,1,1,1,1,0,0,0,0,3.5,,
ZGbmoOglp4OaQ_YWuNJZJA,Subway,6825 N 16th St Ste A6 Phoenix AZ 85016,1,0,0,1,1,0,0,0,0,0,0,4,,
rkIK55cyfE8al9yub-4YHQ,Ballpark Pizza and Subs,7615 W Thunderbird Rd Peoria AZ 85381,1,0,1,1,0,1,0,0,0,0,0,4.5,,
fd0iSXEhwz-foQdS8SCKYA,Mimis Cafe,1220 N Dysart Road Goodyear AZ 85338,1,0,1,1,1,0,0,0,0,0,1,3,,
QSFR_s0iMuMC5_dvZqAURw,Filiberto's Mexican Food,10749 E Apache Trl Apache Junction AZ 85220,1,0,1,1,1,0,0,0,1,0,0,2.5,,
kAFfVsLzPmA6Z9yFZZIy7Q,Taco Bell,7714 West Bell Road Glendale AZ 85308,1,0,1,1,1,0,0,0,0,0,0,2,,
ukUuBT8zVXNC7Zz34cctAw,Shane's Rib Shack,2501 W Happy Valley Rd Phoenix AZ 85085,1,0,1,1,1,1,0,0,0,0,0,3.5,,
I50VD7XhcdQxqEuV98G5rQ,Wendy's,84 E Germann Rd Gilbert AZ 85297,0,0,0,1,1,0,0,0,0,0,0,3,,
Nh9BjVPHdrZMn2naUxO6hg,Chipotle Mexican Grill,1560 N Litchfield Rd Goodyear AZ 85395,1,0,1,1,1,1,0,0,0,0,0,2.5,,
4t2DtOOtehQx5vM9qL2RqQ,El Senor Taco,415 E Mckellips Rd Mesa AZ 85203,1,0,1,1,0,0,0,0,0,0,0,4.5,,
#NAME?,Subway,3210 W Bell Rd Ste 100 Phoenix AZ 85053,1,0,0,0,0,0,0,0,0,0,0,3,,
UVEnZjATEGkKLFdzV_dTvA,Tesoro Ristorante Italiano,11219 E Via Linda Scottsdale AZ 85259,1,0,1,0,1,0,1,0,0,0,0,4.5,,
3u7-xGwUKyGHkSexwBd9Wg,L & L Hawaiian Barbecue,1641 S Stapley Dr Ste 103 Mesa AZ 85204,1,0,1,1,1,1,1,0,0,0,0,4,,
ceLahgipObftAOThax6ZwQ,Hana's Cafe,10855 N Frank Lloyd Wright Blvd Scottsdale AZ 85259,1,0,1,1,1,0,0,0,0,0,0,3.5,,
pmeuHPOyP2bDq43ASY7e0A,Uncle Bear's Grill & Bar,9053 E Baseline Rd Mesa AZ 85209,1,0,1,1,1,1,1,0,0,0,0,3,,
b3UDdzVGS7iGeP378k9QTw,Pizza Patron,7625 W Lower Buckeye Rd Phoenix AZ 85043,1,0,0,1,0,0,0,0,0,0,0,4.5,,
vlKuU9Jvo88EuaYQodElQw,Havana Cafe,4232 E Chandler Blvd Phoenix AZ 85048,1,0,1,0,0,0,0,0,0,0,0,3.5,,
HTbYWrIon90idfmAdlMmEQ,Jack-In-the Box Drive Thru,7116 E Shea Boulevard Scottsdale AZ 85254,1,0,1,1,0,0,0,0,0,0,0,4.5,,
5JYSU71DZ5Gm7dwrqbNSNA,Wendy's,1810 W Elliot Rd Tempe AZ 85284,1,0,1,1,0,0,0,0,0,0,0,2,,
