Business Id,Business Name,Address,Alcohol,Dancing,Noise Level,Stars
XZwfnxbL06zFuKQ8o2JbQA,O'Regans Irish Pub,1224 rue Bishop Montréal QC H3G 2E3,1,0,null,4.5,
NqelJlme2RN0RxcmO6lxmw,McLean's Pub,1210 Rue Peel Montreal QC H3B 2T6,1,0,"loud",3.0,
zDPxzo3Mo8WsnpQHsFYcUw,Nyks Bistro Pub,1250 rue de Bleury Montréal QC H3B 2W4,1,0,"average",4.0,
kiwUEhj2KXh4krPqX13bnA,Irish Embassy Pub & Grill,1234 Bishop Street Montréal QC H3G 2E3,1,0,"loud",3.5,
XelBL_N-n-y1221tRAcZ0w,Winnie Bar Restaurant,1455-59 Rue Crescent Montreal QC H3G 2B2,1,0,"loud",3.5,
zhANvzCjhC1UjA5Jni3yrA,Ye Olde Orchard Pub & Grill,5563 Monkland Avenue Montréal QC H4A 1E1,1,0,"very_loud",3.5,
FikydBNpLHb7-eHJdwUIDg,Molly Bloom's Irish Pub,170 University Avenue W Waterloo ON N2L 3E9,1,0,"average",3.5,
jPfaWUZtRKj3Lo7dNz6Lnw,Morty's Pub,272 King Street N Waterloo ON N2J 2Y9,1,0,"loud",4.0,
-2BNc33MHRuXljtCkXcLPg,Lion Brewery Restaurant,59 King Street N Waterloo ON N2J 2X2,0,0,null,2.5,
kR8vQCRSXAydvrHna840Yw,The Duke of Wellington,33 Erb Street W Waterloo ON N2L 1S8,1,0,"very_loud",3.5,
U9O4sfjPcf12oCrd2JHgDg,Jack Astor's Bar & Grill,509 Wilson Avenue Kitchener ON N2C 2M4,1,0,null,2.5,
kW2z_zC2lWHixLRc-z0XWw,McMullans On King,56 King Street N Waterloo ON N2J 2X1,1,0,"very_loud",3.5,
OT9beQMl26vCW2WQF5Ft5w,The Fiddle & Firkin,707 King St E Cambridge ON N3H 3N8,0,0,null,4.0,
W_iTJxla_wCcEs28FBanNg,Byrd's Pub and Grill,5956 Executive Dr. Fitchburg WI 53719,1,0,null,3.5,
TZ2sCVzt6QxkjfDD-hbIfw,Yellow Rose Cafe and Billiard,7631 Sharon Lakes Rd Suite L Charlotte NC 28210,0,0,null,4.0,
WNAXjdM0UysofhY5_3Legw,The Sanctuary,507 E 36th St NoDa Charlotte NC 28205,1,0,"average",4.0,
-4XBX2pNLrGmRK-7YoXtsg,Hickory Tavern,12210 Copper Way Ballantyne Charlotte NC 28277,1,0,"average",3.5,
Nm9_4UEQgZ8nKTtgXKTNPQ,Tilted Kilt Pub & Eatery,16840 N 83rd Ave Peoria AZ 85382,1,0,"loud",2.5,
k-Qn8eTYiPuupKbvPS1I9A,The Malt House,2609 E Washington Ave Starkweather - Yahar Madison WI 53704,1,0,"average",4.5,
q-hsairntIcaUs2BCQ07Fw,The Corner Pub,335 N Graham St Third Ward Charlotte NC 28263,1,0,"loud",4.0,
IfI74YIJHnz6Zr1PsfzcYA,Six Pence Pub,993 Market St Baxter Village Fort Mill SC 29708,1,0,"average",3.5,
LY_N7ALZ59BlCZIktlp13Q,Erin's Snug Irish Pub,4601 American Pkwy Madison WI 53718,1,0,"average",3.5,
2QFLBJ8tTHT7WrrOOD5HrQ,The Burgundy Lion,2496 Rue Notre-Dame W Montréal QC H3J 1N4,1,0,"average",4.0,
2rT4LrsGGd9mjerwEWKfYw,McBonie's Bar & Grill,4800 Monroe Rd Cotswold Charlotte NC 28263,1,1,null,3.0,
2LZtHTbbN5xA3PcPzFsXlQ,Conan Doyle,71-73 York Place New Town New Town Edinburgh EH1 3JD,1,0,null,3.5,
XeX67II3LlNJ49-sg4gDig,Whistle Binkies,4-6 S Bridge Newington Edinburgh EH1 1LL,1,1,"very_loud",3.0,
NXsVHhf1WBhjNPCVlT4dEw,Middleton Bar,69 Easter Road Leith Edinburgh EH7 5PW,0,0,null,3.0,
tAoUsufHhcTRZEBTwmC68g,St Vincent,11 St Vincent Street Stockbridge Edinburgh EH3 6SW,1,0,null,4.0,
KqgeyLdYbfsd9veyR6UGtw,Hamilton's Of Stockbridge,18 Hamilton Place Stockbridge Edinburgh EH3 5AU,1,0,"average",3.5,
Nq_BMV7kyx9_C3w0Jip6CA,Greyfriars Bobby's Bar,30-34 Candlemaker Row Old Town Edinburgh EH1 2QE,1,0,"average",3.5,
zBG2vQ0A6F5HQkv_aeWfAQ,Bank Hotel,1-3 S Bridge Old Town Newington Edinburgh EH1 1LL,1,0,"loud",3.5,
zpsDyx9wh7LYjtBLTpu_-w,Guildford Arms,1-5 W Register Street New Town Edinburgh EH2 2AA,1,0,null,4.0,
-F1ktE7JM6vpIoF16CAyjQ,Ivory Lounge,126-128 George Street New Town Edinburgh EH2 4JN,0,0,null,4.0,
QPsNlmETw14k-_RqX-RULw,Bar Kohl,54 George IV Bridge Old Town Edinburgh EH1 1EJ,1,0,"average",4.0,
pM4RA9OXTsJn7cR9ilsmQA,Bar Alba,11-13 Grassmarket Grassmarket Edinburgh EH1 2HY,1,0,null,3.0,
yH9ir4281i2RHsXtfzghvg,Balfours Bar,260 Leith Walk Leith Edinburgh EH6 5EL,0,0,null,1.5,
8uMP4kv2Je6rM9ZNz0apGw,Theatre Royal Bar,25-27 Greenside Place Edinburgh EH1 3AA,1,0,null,4.0,
VxbK-VANsEOzqxTh_GzvzQ,The Tron,9 Hunter Square Newington Edinburgh EH1 1QW,1,0,"loud",3.5,
2Yd7GEhU7uqzraztlLpWKQ,Bert's Bar,29-31 William Street West End Edinburgh EH3 7NG,1,0,"average",3.5,
xFz5u2Tgv1RYmqYZ9kUFFQ,The Bow Bar,80 West Bow Grassmarket Edinburgh EH1 2HH,1,0,"quiet",4.0,
5v2WUEmIPU8jTmOQ9xhcGA,Edwards Bar,4 South Charlotte Street New Town Edinburgh EH2 4AW,1,0,null,2.5,
Rphay8MhjPIGMcSVVucB8w,Cafe Habana,18-22 Greenside Place New Town Edinburgh EH1 3AA,1,1,null,3.5,
01lSqf42wyNaiEmNgIrutg,Canon's Gait,232 Canongate Old Town Edinburgh EH8 8DQ,1,1,"average",3.5,
j_Osmk22IY88-f8Bzr3m-g,Caledonian Ale House,1-3 Haymarket Terrace West End Edinburgh EH12 5EZ,0,0,null,4.0,
MQo3FnweaE37sEDoG7hU5w,Malt & Hops,45 Shore Leith Edinburgh EH6 6QU,1,0,null,4.5,
-Ub3g_uP6XqUtZwy5k8jPg,Royal Ettrick Hotel,13 Ettrick Road Edinburgh EH10 5BJ,1,0,null,3.5,
LrQlUZI63FLf6SjiiJbu5A,Royal Mile Tavern,127 High Street Old Town Edinburgh EH1 1SG,1,0,null,4.0,
kzy5m93T7mbZJe9heq4PUA,Shakespeare's Bar,65 Lothian Road Old Town Edinburgh EH1 2DJ,1,0,"average",3.0,
ZRYZBtiRjjYqA8ohMoRn-Q,The Wash Bar,11-13 N Bank Street Old Town Edinburgh EH1 2LP,1,1,"loud",2.5,
dXPmE2ncXbQTPBVNRODuNw,Biblos,1a Chambers Street Newington Edinburgh EH1 1HR,1,0,"loud",3.0,
2wXPLsK6VmbAzxlDhHEedA,Teuchters,26 William Street West End Edinburgh EH3 7NH,1,0,null,4.0,
eGSVt9Mi1a0zuzZdASWsuQ,The Maltings,85 St Leonards Street Newington Edinburgh EH8 9QY,1,0,null,3.0,
9O8V7j5otIRfNQ1SZy7vyg,Kings Arms,45 Home Street Tollcross Edinburgh EH3 9JP,0,0,null,3.0,
YALY5WpYfQxSrBd3x6r8ZQ,Festival Inns Oddfellows,14 Forrest Road Old Town Edinburgh EH1 2QN,0,0,null,3.5,
y7kvhDT_VfcpcINliAuSBw,The Cuckoo's Nest,69 Home Street Tollcross Edinburgh EH3 9JP,1,0,"average",4.0,
jDdvx9jM96Z9NHfH1hPOCg,The Newsroom,5 Leith Street New Town Edinburgh EH1 3AT,1,0,null,3.0,
igGKppVRUIyuk1osdDSZuQ,Spiders Web,256-260 Morrison Street Haymarket West End Edinburgh EH3 8DT,0,0,null,3.0,
YspXC-yvNkG-HS53_eEd5g,Lord Bodos,3 Dublin Street New Town Edinburgh EH1 3PG,1,0,null,3.5,
-wZiBWQZgk-n_QlBjVurgw,All Bar One,Clydesdale Bank Plaza 50 Lothian Road West End Edinburgh EH3 9BY,1,0,null,3.0,
Q5XL0WU3xnr4JkaNXhHUNQ,Element,110-114 Rose Street New Town Edinburgh EH2 3JF,1,0,"loud",3.5,
3-0GopzawxFcEfRo2rHxdg,Dalmeny Bar,297 Leith Walk Leith Edinburgh EH6 8SA,0,0,null,2.0,
IitYJB93bLyYJSjR91V-OQ,Bannerman's Bar,212 Cowgate Newington Edinburgh EH1 1NQ,1,0,"loud",3.5,
dMHrqTMZaBeM7M3vD3w03w,Hebrides Bar,17 Market St Old Town Edinburgh EH1 1DE,1,0,null,3.5,
bVzxcFYr95ovU8-ZbGqXXw,Mathers,1 Queensferry Street West End Edinburgh EH2 4PA,1,0,null,3.0,
CDbIgngwhfr6GaeMPrNf3g,Thistle Street Bar,39 Thistle Street New Town Edinburgh EH2 1DY,1,0,null,4.5,
hyhOOR7_wTcgdYksAS7g3Q,The Blind Poet,32 W Nicolson Street Newington Edinburgh EH8 9DD,1,0,"average",4.0,
wdZ2duZwzcsbLQRgWvcQBw,The White Hart Inn,34 Grassmarket Grassmarket Edinburgh EH1 2JU,1,0,"average",3.5,
XD07ebgIm0JGM44AVg7Ojg,Queens Arms,49 Frederick Street New Town Edinburgh EH2 1EP,1,0,"loud",4.0,
3gxGprHLDbnrkCeDMOLZqg,Assembly Bar,41 Lothian Street Newington Edinburgh EH1 1HB,1,0,null,4.0,
GMLIZSl24UX4A5q87B34AA,Barony Bar,81-85 Broughton Street New Town Edinburgh EH1 3RJ,1,0,"average",3.5,
NXkcUzGTO6HX-XvHGjMgfg,The Kenilworth,152-154 Rose Street New Town Edinburgh EH2 3JD,1,0,"average",4.0,
_50oWtn7U0FklAk613FVRA,Jolly Judge,7 James Court Old Town Edinburgh EH1 2PB,1,0,"average",4.0,
kXUkFlyFS7x2RiCBYR45ew,The Phoenix,46-48a Broughton Street New Town Edinburgh EH1 3SA,1,0,null,3.0,
VOkUje9gCy1G0B42sYPARA,The Outhouse,12a Broughton Street Lane New Town Edinburgh EH1 3LY,1,0,"loud",4.0,
4JZ1K4t_Ndifri8GVFswcw,Eighty Queen Street,80 Queen Street New Town Edinburgh EH2 4NF,0,0,null,3.5,
Tol1dkLb7Z05d-X5QhjjHw,Royal Oak,1 Infirmary Street Newington Edinburgh EH1 1LT,1,0,"quiet",4.0,
38Bdmo0KzZ_9tjL0mq2u8g,Scruffy Murphy's,13a-14 Melville Place West End Edinburgh EH3 7PR,1,0,null,3.5,
ZCexyTHsxm3ucDFdnYillQ,Filthy McNasty's,168 Rose Street New Town Edinburgh EH2 4BA,0,0,null,3.0,
Goufn_bfgUHZlzxT1LHW6Q,Bennets Bar,8 Leven Street The Meadows Edinburgh EH3 9LG,1,0,"average",3.5,
3Ms_jV2Pp2VFfz8CqZcDjw,Malt Shovel,11-15 Cockburn Street Old Town Edinburgh EH1 1BP,1,0,null,3.5,
ehC0mPcX_XbXKmMXZjUMxg,The Abbey,65 South Clerk Street Newington Edinburgh EH8 9PP,1,0,"average",3.0,
EcCzmA_FJDGRgRfhjCOMBQ,The Beehive Inn,18-20 Grassmarket Grassmarket Edinburgh EH1 2JU,1,0,"average",3.5,
IcEQ1-pYdL9oPRQs7BakZw,The Woolpack,32-34 Potterrow Newington Edinburgh EH8 9BT,1,0,null,3.5,
QYwnYMzjXESzEjc-yAHC1A,The White Horse,266 Canongate The Royal Mile Old Town Edinburgh EH8 8AA,1,0,"average",3.5,
IxE1-n6xZTFBkCkT1E-rvw,Oz Bar,33 Candlemaker Row Old Town Edinburgh EH1 2QG,1,0,"average",4.0,
IxCgVy219bfbRq7xEwODAQ,Smithie's Ale House,The Smithies 49-51 Eyre Place Cannonmills Edinburgh EH3 5EY,0,0,null,4.0,
6RVoRilHow-zehz_qVZQCA,Frankenstein,26 George IV Bridge Old Town Edinburgh EH1 1EN,1,1,"average",3.0,
IUa2l15oFsROPt7amiod2Q,Brunswick Bar,71 Elm Row Leith Edinburgh EH7 4AQ,1,0,"average",2.5,
CjXMqzgucLNyPF49NopgUA,Brass Monkey,14 Drummond Street Newington Edinburgh EH8 9TU,1,0,"average",4.0,
nN4EZPWX0BLEZVIvT8eyFA,Arcade Bar,48 Cockburn Street Old Town Edinburgh EH1 1PB,1,0,null,3.5,
7gpHmcUwRdxeerBzkfJzWg,Windsor Buffet,45 Elm Row Leith Edinburgh EH7 4AH,1,0,"average",3.5,
OCmUiw241pE_nqFmjDiicw,The Southern,22-26 South Clerk Street Newington Edinburgh EH8 9PR,1,0,"average",3.5,
7nq3_FM-ydtlcI3pfxqspA,Clarks Bar,142 Dundas Street Stockbridge Edinburgh EH3 5DQ,0,0,null,4.5,
Ucm6_V9o5yWjbknDXbosyQ,Fingers Piano Bar,61a Frederick Street New Town Edinburgh EH2 1LH,0,0,null,2.5,
yMqqf7wYgrOzZWWOAn0n4g,The Strathie,17 Iona Street Leith Edinburgh EH6 8SG,1,0,null,3.0,
_FYQoe7HOV7_RIM_rnDssw,Star Bar,1 Northumberland Place New Town Edinburgh EH3 6LQ,1,0,null,3.5,
D_RvESm_VexDLwAmiL7Csg,Milne's Bar,35 Hanover Street New Town Edinburgh EH2 2PJ,1,0,null,3.0,
qubGE1ESrd-lrVjQsXq5Ag,Amicus Apple,17 Frederick Street New Town New Town Edinburgh EH2 2EY,1,0,"average",3.5,
wBJPRDsFjbGV_jutOOwvMQ,The Wee Red Bar,Edinburgh Art College 74 Lauriston Place Grassmarket Edinburgh EH3 9DF,0,0,null,4.5,
6qhU8s192K0_qM7N3dEEjw,Maggie Dicksons,92 Grassmarket Grassmarket Edinburgh EH1 2JR,1,0,"average",4.0,
Qrqi9uBLZA37CWLlzYBfUA,Jekyll & Hyde,112 Hanover Street New Town Edinburgh EH2 1DR,1,0,"loud",4.0,
QOpL8Ni1wZTeQKxkrlfDXg,Compass Bar,44 Queen Charlotte Street Leith Edinburgh EH6 7EX,1,0,null,3.5,
6z7SIoKLSl3kj8iWgTStpg,Wally Dug,32 Northumberland Street New Town Edinburgh EH3 6LS,1,0,null,3.5,
TnMJmcHi9m7qFAB2jBnDZA,Burlington Bertie,11-13 Tarvit Street Tollcross Edinburgh EH3 9LB,1,0,"average",3.5,
HN_P-QEpETCKpuIH9XFKGw,Hectors,47-49 Deanhaugh Street Stockbridge Edinburgh EH4 1LR,1,0,"average",4.0,
kZ6EYZox-LTTHIePnI2W9A,Avoca Public House,4-6 Dean Street Stockbridge Edinburgh EH4 1LW,0,0,null,4.0,
cVXhTMuzAs4-qdMiCb8ysw,The Mitre,131-133 High Street Old Town Edinburgh EH1 1SG,1,0,"quiet",3.5,
lbmc6CVmw2bIYxo8azhyPg,Carriers Quarters,42 Bernard Street Leith Edinburgh EH6 6PR,1,0,null,4.0,
tc_obXJFYvztKFrV4cnzoA,Tiles,1 St Andrew's Square New Town Edinburgh EH2 2BD,1,0,null,3.0,
1h__4qbRjvyVvVwCgbKroA,The Magnum,1 Albany Street New Town Edinburgh EH1 3PY,1,0,null,4.0,
a7tpayb23j4Q4C9yUmCuWg,The Standing Order,62-66 George Street New Town Edinburgh EH2 2LR,1,0,"loud",3.0,
kIH0JLW5zFTJrrSchsIb2w,Oxford Bar,8 Young Street New Town Edinburgh EH2 4JB,1,0,"quiet",3.5,
ArxAsJCSrHL43hCWVyS-Fg,Dirty Dick's,159 Rose Street New Town Edinburgh EH2 4LS,1,0,"quiet",3.5,
QtRb1x7ZaloKcbk09-ZJrg,The Meadow Bar,42-44 Buccleuch Street Newington Edinburgh EH8 9LP,1,0,"average",4.0,
W14JnCeUsYPWYH8jlC7mXg,Black Bull Tavern,43 Leith Street Edinburgh EH1 3AT,1,0,"loud",4.5,
gqieCffMWjRTRIqdeXcvXQ,Mathers,25 Broughton Street New Town Edinburgh EH1 3JU,1,0,null,3.5,
x02bWSJbx3VLZg6QytDpxQ,Scotsman's Lounge,73 Cockburn Street Old Town Old Town Edinburgh EH1 1BU,1,0,"average",4.0,
wJL_KCCKzAod2b-GFete2A,Last Drop Tavern,74/78 Grassmarket Old Town Grassmarket Edinburgh EH1 2JR,1,0,"average",3.5,
ZhHHFrMlIO_J74TuOyspbQ,Tolbooth Tavern,167 Canongate Old Town Edinburgh EH8 8BN,1,0,"average",4.0,
ykj9Np6WWL-Txw84_eLgIw,Bar Salsa,3 Cowgatehead Grassmarket Edinburgh EH1 1JY,1,1,null,3.0,
Q4NNptiJQ8mgxPhj_20zDw,Grassmarket Bar,7 West Port Grassmarket Edinburgh EH1 2JA,0,0,null,4.0,
pNozqOyMv4gq7IUYEdhpHA,Haymarket Bar,11-14a W Maitland Street West End Edinburgh EH12 5DS,1,0,null,3.0,
VtwMVVgeAOCosAO_Il9WYg,Kilderkin,65/67 Canongate Old Town Edinburgh EH8 8BT,1,0,"average",4.0,
OQFCVAIrw6eqtRhK3ZB0MA,Ryan's Bar,2 - 4 Hope St New Town New Town Edinburgh EH2 4DB,1,0,"loud",3.0,
uEhkWNsb06nujbzchgwffw,Blue Blazer,2 Spittal Street Old Town Edinburgh EH3 9DX,1,0,"average",4.0,
CI7v3zgHIau9KFthWOS-IA,The King's Wark,36 The Shore Leith Edinburgh EH6 6QU,1,0,"average",4.0,
XikYtr6sqjd8a1PpaLIfwg,The Leith Beer Co.,58 The Shore Leith Edinburgh EH6 6RA,1,0,"quiet",3.5,
NbW0Azo0swqYwmwF-RtFQw,International Bar,15 Brougham Place Tollcross Edinburgh EH3 9JX,0,0,null,3.5,
9bc_di3jCXrfxq3oNGdGsw,The Halfway House,24 Fleshmarket Close 199 High Street Old Town Old Town Edinburgh EH1 1BX,1,0,"average",4.0,
u9hGlRb_D9K6qsZnd_14SA,Auld Hundred,100-102 Rose St New Town New Town Edinburgh EH2 2NN,1,0,null,3.0,
pSMiXmZDUHo-OLM-ixv3pw,The Cambridge Bar,20 Young Street New Town Edinburgh EH2 4JB,1,0,"average",4.0,
-flBRdUY-Nu42fKHC0GxBg,The Albanach,197 High Street Old Town Old Town Edinburgh EH1 1PE,1,0,"quiet",3.5,
V3EZvbbj-IH35wmrTUQy8Q,Pearce's Bar,23 Elm Row New Town Edinburgh EH7 4AA,0,0,null,3.0,
UKNAZDpXLkiNB4XcsdlEJQ,Cloisters Bar,26 Brougham Street Tollcross Edinburgh EH3 9JH,1,0,"quiet",4.0,
CaJ6CI2VEpA6Jk9gRDD87w,Iglu,2 Jamaica St New Town Edinburgh EH3 6HH,1,0,"average",4.0,
_OMHnjSbCW9T-PqHkdW4Kw,Thomson's Bar,182-184 Morrison Street West End Edinburgh EH3 8EB,1,0,"average",4.0,
laWCOP3z_Wcl4xk-nSmcUA,Au Bar,101 Shandwick Place West End Edinburgh EH2 4SD,1,0,null,3.5,
mJWZVocHYy1nc6-pyh02lw,The Southsider,3-7 W Richmond Street Newington Edinburgh EH8 9EF,1,0,null,3.5,
6VIOw-CtnSQmDjWTwij4-A,Candy Bar,113-115 George St New Town New Town Edinburgh EH2 4JN,1,0,"loud",3.5,
iaArZBU6dJBemOxk41xrEQ,Cask & Barrel,115 Broughton Street New Town Edinburgh EH1 3RZ,1,0,"average",3.5,
zORH1_OWemteuO5CkLUbSA,Murrayfield Bar,57-59 Roseburn Terrace Haymarket Edinburgh EH12 5NQ,1,0,"average",3.5,
NNjr2Wa08L1xwCnWLFpe2w,Deacon Brodies Tavern,435 Lawnmarket Old Town Old Town Edinburgh EH1 2NT,1,0,"average",3.0,
DF5N-CTHtLvqsQag3BaTYA,Rose & Crown,170 Rose Street New Town Edinburgh EH2 4BA,1,0,null,3.0,
bKQKBSntnGeBmRZ7P3shpA,Revolution,30a Chambers Street Old Town Edinburgh EH1 1HU,1,1,"very_loud",3.0,
Rjn1XBvXHembele8yOBd6Q,Walkabout,Omni Centre 23-24 Greenside Place Edinburgh EH1 3AA,0,0,null,3.5,
K1wnx9iJ4RW02ymQAyVTOQ,Captains Bar,4 South College Street Newington Edinburgh EH8 9AA,0,0,null,4.0,
YwTf_6efSQUnBQFZtk6G_g,Rush,3 Robertsons Close Newington Edinburgh EH1 1LY,1,0,"very_loud",3.0,
YO_zbgknfQMHmmVn5uygaQ,Castle Arms,6 Johnston Terrace Old Town Edinburgh EH1 2PW,1,0,null,3.5,
kRZL2tQ0j1VEFVRpBg6GcA,Elm Bar,7-8 Elm Row New Town Edinburgh EH7 4AA,0,0,null,3.0,
eR8_nPEZHNF65QB4k7AzDA,The Melville Bar,23-25 William Street West End Edinburgh EH3 7NG,1,0,null,3.5,
xkzPVPhdsQolnUuW6YVbZA,Planet Bar,6 Baxter's Place New Town Edinburgh EH1 3AF,1,1,null,3.0,
4EQEcYHR-aa7jfNA1LsCJA,The Cumberland Bar,1 - 3 Cumberland Street New Town Edinburgh EH3 6RT,1,0,"average",4.5,
JwdUmaRj9XEeOJXS9xC0uQ,New Town Bar,26b Dublin Street New Town Edinburgh EH3 6NN,1,0,null,4.0,
W1oVUlhgNOdFzg6nP5R-aw,Harry's Bar,7b Randolph Place New Town Edinburgh EH3 7TH,0,1,null,3.5,
v792Ffl5dnGm2PoM0t6yng,The Village,16 S Fort Street Leith Leith Edinburgh EH6 4DN,1,0,null,4.0,
WF8gD7D9loI3CIKgUj1msA,The Tass,1 High Street Old Town Edinburgh EH1 1SR,1,0,null,3.5,
LL3C4gU3i4rPZ0f1PbdvEg,The Jinglin' Geordie,22 Fleshmarket Close Newington Edinburgh EH1 1DY,1,0,null,3.5,
4Vxe1XCWbijE-d9Cl8zI2w,Roseburn Bar,1 Roseburn Terrrace Haymarket Edinburgh EH12 5NG,1,0,"average",3.5,
-7AHN3pbNd9XQCKg1zsxew,Robbie's,367 Leith Walk Leith Edinburgh EH6 8SE,1,0,null,3.0,
R-llVP3aaloadjw3h2O0ww,Mr Modos,133-135 Lothian Road Old Town Edinburgh EH3 9AD,0,0,null,4.0,
-G512P1yvA-P_EOm5kptSw,The Peartree House,38 West Nicolson Street Old Town Newington Edinburgh EH8 9DD,1,0,"loud",3.5,
ByoPCUfRROwAMQIK0_MJ2g,The Foot Of The Walk,183 Constitution Street Leith Leith Edinburgh EH6 7AA,1,0,null,3.0,
xy3RGcgJFKSpkMh78Ig7QQ,Ensign Ewart,521 Lawnmarket Old Town Edinburgh EH1 2PE,1,0,null,3.0,
qoyOMslTY3UkYG_dyGQn3A,Sandy Bell's,25 Forrest Road Old Town Edinburgh EH1 2QH,1,0,"average",4.0,
F581rqv-78A6ytcFa8_MBw,The Illicit Still,2 Brougham Street Tollcross Edinburgh EH3 9JH,1,0,null,3.5,
QAIU0HXZlP8axPkeGCpTSQ,Rose Street Brewery,55-57 Rose Street New Town Edinburgh EH2 2NH,1,0,null,3.0,
VHehbRMOnPFVjnNdKGf-qQ,The Basement,10a-12a Broughton Street New Town Edinburgh EH1 3RH,1,0,"average",4.0,
AQyqlSpv0o9jCPSoP0PpfQ,Old Bell Inn,233-235 Causewayside Newington Edinburgh EH9 1PH,1,0,null,4.0,
MChDCe2bopMtQgPjj1XxpQ,McCowans Brewhouse,134 Dundee Street Edinburgh EH11 1AJ,1,0,"average",3.5,
_6l_vm7_maYTfO5tpei27A,Stable Bar,Mortonhall Gate Edinburgh EH16 6TJ,0,0,null,4.5,
xGLrhhi5VIw3OYpVnpzycw,Grey Horse Inn,200 Dalkeith Road Edinburgh EH16 5DT,1,0,null,3.0,
zuJjXpfrYg9ntpc9_ntZMA,Earl Of Marchmont,22 Marchmont Cresent Marchmont Edinburgh EH9 1HG,1,0,null,3.5,
jspKsL56WcCw7RfiFba-Vg,The Steading,118-120 Biggar Road Edinburgh EH10 7DU,1,0,"quiet",2.5,
BP6audhs1USL9w5xUk1NpQ,Robertsons Bar,73 Gorgie Road Edinburgh EH11 2LA,0,0,null,2.5,
1bzAJS6Q01QPTQueO6Lb_w,Bierex Public House,1 Grange Road Newington Edinburgh EH9 1UH,1,0,null,3.5,
8-itK75RRevbtfJUAhvpOA,The Merlin,168 Morningside Road Morningside Edinburgh EH10 4PU,1,0,"average",3.0,
-ao1RsaDsxmxYmwz2erMkQ,Polwarth Tavern,35 Polwarth Cresent Edinburgh EH11 1HR,0,0,null,3.5,
m0yOk-81jhCxUXy4_hqMpw,The Sheep Heid Inn,43-45 The Causeway Duddingston Edinburgh EH15 3QA,1,0,"quiet",4.0,
IiC6oUw1oKuqENp9o1t-Mw,Swanys Lounge Bar,1 Ratcliffe Terrace Newington Edinburgh EH9 1SX,1,0,null,3.0,
1kPt0cfoTDLAeUfaS3QWnQ,The Blue Goose,27 Lanark Road Edinburgh EH14 1TG,0,0,null,3.5,
B0csIf32_FRjO2DB-YMUHA,Station Tavern,316 Gorgie Road Edinburgh EH11 2QZ,1,0,null,3.5,
dPt1IxHyu69JtWVxWLwUNQ,Spylaw Tavern,27 Spylaw Street Edinburgh EH13 0JT,1,0,null,3.5,
r_F1jMySiWH2qpaNVvORJg,Famous Peacock Inn,100 Lindsay Road Newhaven Leith Edinburgh EH6 4TZ,1,0,null,3.0,
9Hf23TI_eyV_jg5dyNxKjQ,Ferry Tap,36 High St South Queensferry EH30 9HN,1,0,null,3.5,
72aMHZszkTpCV_c5VwPiZA,Toby Carvery,69 Lauriston Farm Road Edinburgh EH4 5EX,1,0,"average",3.0,
5_8_OHXxqh_vxerqfZKAiQ,Tynecastle Arms,92 Gorgie Road Edinburgh EH11 2NP,1,0,null,3.0,
Uc9hyrcz2WuBG4UHwVs6Sw,The Grape,St Andrews Square George Street New Town Edinburgh EH2 2BH,0,0,null,2.0,
Rs105GJSlx0gQ3Axn0r3yg,The Struan Hotel,3-4 Downie Terrace Edinburgh EH12 7AU,0,0,null,3.5,
DidPx4BwuFP1LwVFwibYqg,Regent Bar,2 Montrose Terrace Old Town Edinburgh EH7 5DL,1,0,"average",4.0,
NYSi8a4-NABF5X_nqOXG5g,Chessers Inn,536 Gorgie Road Midlothian Edinburgh EH11 3AL,0,0,null,3.5,
nJ7K_pduBPMmHnnWIWICoA,Oscars Bar & Grill,1-2 Moat Place Edinburgh EH14 1NY,1,0,null,3.5,
F_ASRRQjDpNx6bX4WqvpDA,Waiting Room,7 Belhaven Terrace Morningside Edinburgh EH10 5HZ,1,0,"average",3.5,
i5xZH0BOCRWCA3EwJw8tug,The Jazz Bar,1A Chambers Street Newington Edinburgh EH1 1HR,1,1,"average",4.5,
-aQiJlBuJsUcBCVgdW3u6A,Slug & Lettuce,Unit 8 Omni Ctr Greenside Pl New Town Edinburgh EH1 3BN,1,0,"very_loud",3.0,
vqt2i3rfprEtqXDRHM1Xgw,Canny Man's,237 Morningside Road Morningside Edinburgh EH10 4QU,1,0,"average",3.5,
yTs75deYJ18Htn5f0TtYGw,The Three Monkeys,87 Portobello High Street Edinburgh EH15 1AW,0,1,null,4.0,
1jTLAXGm25CAmBNZc4baJg,Newhaven Quay Brewers Fayre,51-53 Newhaven Place Leith Edinburgh EH6 4TX,1,0,null,3.5,
EKzKPolF0e53GIEymVvxAQ,Golden Rule,30 Yeaman Place Edinburgh EH11 1BT,1,0,null,4.0,
Gb74AYaYVyGQhkLgf9OQ8w,Colinton Inn,12-14 Bridge Road Colinton Village Edinburgh EH13 0LQ,1,0,null,4.5,
HZ-krNNTDn32p-o2tCBYBg,Robin's Nest Inn,393 Gilmerton Road Edinburgh EH17 7PX,1,0,"average",2.5,
R2bLIgvH9EDd8v72z9xvHg,Oak Inn,108 St Johns Road Edinburgh EH12 8AX,0,0,null,2.5,
8IyIf_v6azdjsTe6WzKd4w,Laird & Dog Hotel,5 High Street Lasswade EH18 1NA,1,0,"average",3.5,
