Business Id,Business Name,Address,Parking,Price Range,Wheelchair Accessibility,Music,Stars
1UydNTqQQ-qo8l9JTg_b9w,Ross Stores,5000 S Arizona Mills Cir Tempe AZ 85282,1,1,0,1,2.5,
5kevdltziIYtYKWcznvPiQ,Sprint Store,1844 E Southern Ave Tempe AZ 85282,1,2,1,1,2.5,
r_1ebDKOmTVsF8peir0Qlw,Old Navy Clothing,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,0,1,2.5,
sd2DscOiGyBJiNP5AqPfqQ,Goodwill of Central Arizona,3122 S McClintock Dr Tempe AZ 85282,1,0,0,1,3.0,
L3MMPafFw6xRMzumKa-A-w,Jareds Vault,5000 S Arizona Mills Cir Tempe AZ 85282,0,3,0,1,2.5,
rTE1PYRTIdNVq1Nrh6gUPw,Lovesac,Arizona Mills Mall 5000 S Arizona Mills Cir. Tempe AZ 85282,1,3,0,1,3.5,
jCt_p9sLgNOMJy5_0uo1HQ,SmartScrubs,1946 S Dobson Rd Ste 1 Mesa AZ 85202,1,2,1,1,3.5,
79XqVV2PAU-adnTO1c3i_g,Motherhood Maternity Outlet,5000 S Arizona Mills Cir Tempe AZ 85282,0,2,0,1,4.5,
4rUUq8lf6d6eKsPhZ6R_Ew,The Children's Place,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,1,1,4.0,
aAnLZbEMOrhI4_RbjntWsA,Arizona Art Supply,1628 E Southern Ave Ste 13 Tempe AZ 85282,0,2,1,1,3.5,
vO-qXdgvzoeLoSgRtOCwlA,Staples,3210 S McClintock Drive Tempe AZ 85282,0,2,0,1,3.5,
RxiKE-P2dJ3YifJCpWgqJg,Eddie Bauer,5000 S Arizona Mills Cir Tempe AZ 85282,0,2,0,1,2.5,
aDHziRAigxuE6RIdH5csnA,Batteries Plus,1829 E Southern Ave Tempe AZ 85282,0,1,0,1,4.5,
y7zVwjkzHMJsOi9wXSrFXg,LensCrafters,5000 S Arizona Mills Circle Ste 165 Tempe AZ 85282,1,2,0,1,3.0,
pguMFkzF_fFFY59rRb7shg,Hobby Action,705 E Guadalupe Rd Tempe AZ 85283,1,2,0,1,3.5,
jvnWDX9EZYaGrf7kVqSY9w,Sports Authority,5000 Arizona Mills Cr #135 Tempe AZ 85282,1,2,0,1,4.0,
nk3wiRR9jdHHGircxONOGg,Copenhagen Imports,2346 E Southern Ave Tempe AZ 85282,1,3,1,1,3.5,
HRfQl3vX8VmOBvXQAa1WQg,Saks Fifth Avenue Outlet-Off 5th,5000 S Arizona Mills Cir Tempe AZ 85282,1,3,0,1,4.0,
NC3V9CPnzV96cxlkZdYi9w,Landis Cyclery,2180 E Southern Ave Tempe AZ 85282,1,2,1,1,4.5,
m0vnW_tBswVvT0RK9ATcDQ,99 Cent Only Stores,790 E Southern Avenue Tempe AZ 85282,1,1,0,1,4.0,
LPLKFb1X1VpasjAiA-YzeQ,Zales Jewelry Outlet,5000 S Arizona Mills Cir Suite 385 Tempe AZ 85282,1,3,0,1,2.5,
l4vBbCL9QbGiwLuLKwD_bA,Burlington Coat Factory Warehouse,5000 S Arizona Mills Cir Tempe AZ 85282,1,1,0,1,3.0,
0bQEsXnD6y38Fissudcq3g,Marshalls,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,1,1,4.0,
QNueeDJ9pWC7lRm-F8ohJg,West Marine,1628 E Southern Avenue Suite 1 Tempe AZ 85282,1,3,0,1,2.5,
FAWbt3k1ssXwnI17wnookQ,Black Market Minerals,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,1,1,4.5,
vQ_C3M-bhqec9880h3C3iQ,Woodcraft,3002 N Arizona Ave Chandler AZ 85225,0,3,0,1,4.5,
10QnO-yL4sAt3zhK8a91Ow,Tempe Power Equipment LLC,807 W. Geneva Drive Tempe AZ 85282,1,2,0,1,3.5,
v3L3wxZ8KI_hqgHGpj3e2g,Beads Galore International,3320 S Priest Dr Ste 3 Tempe AZ 85282,1,2,0,1,3.5,
XyGDx3UK5Y9hrOZLPq4mDA,Walgreens,2000 S Mill Ave Tempe AZ 85282,1,1,1,1,3.5,
ihUNsT7bYp0_D_1EBtqk1g,The Corner Office Arizona,5802 S 25th St Phoenix AZ 85040,1,2,1,1,1.0,
0wlMvYeB9-LSZPv-heSF4Q,Paul's Ace Hardware Stores,1153 W Broadway Rd Tempe AZ 85282,1,2,1,1,4.0,
0Z5k2ams-xSMNt9ZWp57qw,Game Depot,3136 S McClintock Dr Ste 11 Tempe AZ 85282,1,2,1,1,4.5,
BN5gV0OfIZQbQ7PXv4tG0w,The Arc of Tempe Thrift Shop,43 W Southern Ave Tempe AZ 85282,1,2,0,1,3.5,
pr62DwKHSH4QzJkz-1be9A,Tempe Sales Company,412 W Broadway Rd Tempe AZ 85282,1,1,1,1,4.0,
po-PpBXj9-ge1mItl20RGg,Tempe Eyecare Associates,7511 S McClintock Dr Ste 101 Tempe AZ 85283,1,2,1,1,4.5,
ptH216EFNFLvF32EN-9tmA,REI,1405 W Southern Ave Tempe AZ 85282,1,2,1,1,4.0,
Zw1tNtyXA1kLABiZU0pa_g,Arizona Fun Services,1938 E Broadway Rd Tempe AZ 85282,1,2,1,1,4.5,
if2t-pDVtB_TFUxAQW9Wzg,Tempe Trophy,402 E Southern Ave Tempe AZ 85282,1,1,1,1,5.0,
dykxQz0fdFitwrnBhgwNZg,OfficeMax,917 E Broadway Rd Tempe AZ 85282,1,2,1,1,3.5,
9aOIroRtIIYzeZwsS1vEew,Homco Ace Hardware Tempe,929 E Broadway Rd Tempe AZ 85282,1,1,1,1,3.5,
M4LK0ggRHBRx51C8Qu6MnA,Dunn-Edwards Paints,1872 E Broadway Rd Tempe AZ 85282,0,2,0,1,3.5,
ATEcbsArZEvJX_gweSAH0g,Hair Land,4325 S 48th St Suite 107 Tempe AZ 85282,0,2,0,1,2.5,
BumlpEsqpc9TLUGJFvSDIA,Phoenix Flower Shops,737 E Broadway Rd Tempe AZ 85282,1,2,0,1,3.5,
kIO1aDo0-80SW18CsdTJ9g,Play It Again Sports,1840 E Warner Rd Ste 126 Tempe AZ 85284,0,2,0,1,3.0,
89yv89wcF_-ehN7_pUnl6w,Walmart Supercenter,1380 W Elliot Rd Tempe AZ 85284,1,1,1,1,2.5,
zuuRGyK96rBjBx1cN6xPmw,Leslie's Swimming Pool Supplies,1761 E Warner Rd Tempe AZ 85284,1,4,0,1,3.5,
enBWbS-D59TW6JIJU6gNng,Definitely Debra,1761 E Warner Rd Tempe AZ 85284,0,3,0,1,3.5,
5THi5v_LNJZxD_FEHWgcTA,Guitar Center,1245 West Elliot Road #115 Tempe AZ 85284,1,3,1,1,3.0,
lYF2b5DgxkPLnQndU4YOVQ,Safeway,1515 E Elliot Rd Tempe AZ 85284,1,2,1,1,3.5,
0voJ_mMRTtHgmJWthpUs0Q,Thomasville of Tempe,9959 South Priest Drive Tempe AZ 85284,0,4,0,1,3.5,
ksKCstSjAqxjpEj1dBZ3vw,Sunny's Brides To Be Inc,1840 E Warner Rd Ste 116 Tempe AZ 85284,1,0,0,1,3.0,
U_TAK6G9PB8JYcfZKn16EA,Back To the Rack,975 E Elliot Road Tempe AZ 85284,1,2,1,1,4.0,
ujYIrB_Ym7lqwHyHvZezCA,Arizona Tile,8829 S. Priest Dr. Tempe AZ 85284,1,2,0,1,3.5,
cZQAS9sdTBaME7zh49cyDQ,Staples,1275 W Elliot Rd Tempe AZ 85284,1,2,1,1,3.5,
hE2hzV4sc_kQK31yd9v9Nw,Staples,1455 E Warner Road Gilbert AZ 85296,0,2,0,1,3.0,
uwtzgXdroiFT3Lt89dlD-A,Safeway Food & Drug,90 S Val Vista Drive Gilbert AZ 85296,1,2,1,1,3.5,
9BnmL7nWKhKR0PD87Wua-A,Lowe's,734 S Gilbert Rd Gilbert AZ 85296,1,2,1,1,3.5,
H-UDNYDWfnfkQflLIcHCag,Ross Dress for Less,1475 E Warner Rd Gilbert AZ 85296,1,1,1,1,3.0,
p-174arohcsitYIq19SsGA,Cvs Pharmacy,765 S Lindsay Road Gilbert AZ 85296,1,2,1,1,2.5,
BpqvlGGhNn4XuSZbnFGAGw,Nationwide Vision Centers,115 E Williams Field Rd Gilbert AZ 85296,0,2,0,1,2.5,
rBR7MDgJ3gdJ9QJYA9sshQ,Arizona Hair Co,1661 S Val Vista Dr Gilbert AZ 85296,1,2,0,1,3.0,
TebxBu1d0m2EP8Bgi15sTg,Target Stores,1515 E Warner Road Gilbert AZ 85296,1,2,0,1,3.0,
qg_glGo5-t9VPvAyfSYyTQ,Target Stores,10404 N 43rd Ave Glendale AZ 85302,1,2,1,1,3.0,
hA4d1RHpfP00C6nGGYYt4Q,College Book Center,9189 N 59th Ave Glendale AZ 85302,0,2,1,1,3.5,
ifB_BG2C2Bi4W_T-Hbs8MQ,The Home Depot,5902 W Peoria Ave Glendale AZ 85302,1,2,0,1,4.5,
czCId0DVfpLAToxlQqFVRw,Foot Solutions,Thunderbird Commons 6750 W Thunderbird Rd Ste 106 Peoria AZ 85381,0,4,1,1,3.5,
ATF9aD2Mn95HRgtr3992aA,Randall's Firearms & Accessories,5029 W Olive Ave Glendale AZ 85302,1,2,0,1,4.5,
bSBmXJPOxP7Sc8vGImZfQA,Walgreens,5895 W Peoria Ave Glendale AZ 85302,0,2,0,1,3.5,
TYM0_8DY-13UQXTETye42Q,Lone Wolf Trading Company,5140 W Peoria Ave Ste 110 Glendale AZ 85302,1,2,0,1,3.0,
9VWLxI2dJHCFwkMrTFN9IA,GameStop,5016 W Cactus Road Glendale AZ 85304,0,2,0,1,3.5,
D--QJ1Qtk5B82i_OrcgSPA,Walgreens,4410 W Cactus Road Phoenix AZ 85304,0,4,0,1,3.5,
wrfMlrz3eTpxanrBmQHajg,Four Seasons Flowers & Gifts,6630 W Cactus Rd Ste B104 Ste B104 Glendale AZ 85304,1,2,1,1,5.0,
ClmQYnVD9CIVrJrbyXvqvA,Big Lots,6660 W Cactus Road Glendale AZ 85304,0,2,0,1,3.5,
siWHhV81Gvlh9r4S5DnN4g,A 2 Z Beads,6020 W Bell Rd Ste E-102 Glendale AZ 85308,1,0,0,1,3.0,
-IGtjjf8lF9PpeF9S-9Lnw,Walgreens,5421 W Thunderbird Rd Glendale AZ 85306,1,0,0,1,2.0,
Hbw2b6psKy4nGt4P-T6UVQ,Swiss American Bicycle Center, Inc,16835 N Park Pl #3 Glendale AZ 85306,1,2,1,1,4.5,
N8bcq59xt-SRAl9wBBgyDg,Ace Hardware,5140 W Thunderbird Rd Glendale AZ 85306,0,2,0,1,3.0,
qaPwYqprhO63HXQT0H4nig,Z's Fine Jewelry,7547 W Greenway Rd Ste 580 Peoria AZ 85381,0,0,0,1,5.0,
3o5HRJ62sx2D2CmTSjVELw,Walmart,18551 N 83Rd Ave Glendale AZ 85308,1,1,1,1,2.0,
voaUFqKOPS8H3Ms2Adf_gw,Best Buy,8290 W Bell Road Glendale AZ 85308,1,2,1,1,1.5,
5ELF1BKGUhYbDd51WM4JGA,Kmart,6767 W Bell Rd Glendale AZ 85308,1,2,1,1,2.5,
ML8bLRIcWCbBqRfCQSLAKw,United Beauty Supply & Wigs,6070 W Bell Rd Ste A105 Glendale AZ 85308,1,3,1,1,3.0,
Au5FtaWtIH33BzEhGcqF-w,Kohl's Department Stores,5408 W Bell Rd Glendale AZ 85308,1,2,1,1,4.5,
T4eOhjoc0xas9WOG_TmbAg,The Hobby Bench,4240 W Bell Rd Glendale AZ 85308,1,2,1,1,3.0,
ewZjU_LttDOz8KxoEw7FNg,Thrifty Joe's Books & Music,6020 W Bell Rd Ste E104 Glendale AZ 85308,1,1,1,1,3.0,
-fgp41smAIXPBzmWzpY1aQ,Stein Mart,5960 W Bell Rd Glendale AZ 85308,1,2,1,1,4.0,
F3870DbSjz9e5Njj3-Y8sA,Sprint Store,7470 W Bell Rd Ste 200 Glendale AZ 85308,1,2,0,1,3.0,
9UySKSAjrnSnhZyeJk2NgA,Batteries Plus,6680 W Bell Road Glendale AZ 85308,1,0,0,1,4.0,
QPiK5rGTeNti8WoBJiIlYQ,Walgreens,4965 W Bell Rd Glendale AZ 85308,1,1,0,1,2.5,
znFmpec1mPxgCb9mDeVc-A,Thunderbird Pools and Spas,13260 W Foxfire Dr Ste 5 Surprise AZ 85378,1,2,0,1,5.0,
4VhSs1EmB1zygH3WYN0I-Q,Walmart Supercenter,5845 W Bell Rd Glendale AZ 85308,1,1,0,1,3.0,
EwonnavuiW4F_XDmqj2ICA,Zales Jewelers,7700 W Arrowhead Towne Center Glendale AZ 85308,0,3,0,1,1.5,
NwCNqAMsqeh_xXSgsIbFZw,Jared Galleria of Jewelry-Glendale,7520 W Bell Road Glendale AZ 85308,1,3,1,1,4.0,
kyL7sdqUDoO-uSWGdN_zhQ,The Home Depot,6160 W Behrend Dr Glendale AZ 85308,1,2,0,1,3.5,
AOjgvUy8o0HzSItGb6kfFg,Bed Bath & Beyond,7340 W Bell Road Glendale AZ 85308,1,2,0,1,3.0,
4xLRmAD8QeqbN7Q7xTbmYg,Victoria's Secret,7700 W Arrowhead Towne Center Glendale AZ 85308,1,3,0,1,3.5,
v5mzMIGXSUKoP9Px5LrILA,Eyemasters,7700 Arrowhead Towne Ctr Ste 2151 Glendale AZ 85308,0,2,1,1,4.5,
isULF2OfGfIZxepCEzurHw,Office Max,7974 W Bell Rd Glendale AZ 85308,0,3,0,1,3.0,
_N0WBiYAGJZGNWoQhzNuzA,LensCrafters,7700 W Arrowhead Towne Ctr Suite 2235 Glendale AZ 85308,0,3,0,1,1.5,
Sa9ayyIx3BewF1ThdR9LaA,Mac Cosmetics,7800 W Arrowhead Towne Ctr Glendale AZ 85308,1,3,0,1,3.0,
R0ra5SrhWu7LwbIUkGm9KQ,Oasis Bedrooms,6950 W Bell Rd Glendale AZ 85308,1,3,0,1,2.5,
Gw-VF5IDbxTi4gRj0TPzbw,Treasures,20221 N 67th Ave Ste E2 Glendale AZ 85308,1,2,1,1,5.0,
5Rtgv0oDqmKkIayIrjEjqg,Sports Authority,7360 West Bell Rd Glendale AZ 85308,1,3,1,1,3.5,
z694tAm80blpBTlXsFWtcw,La-Z-Boy Furniture Galleries,6976 W Bell Rd Glendale AZ 85308,1,3,1,1,2.5,
t_SuzvOrCYxcGwRfs6gBOA,Mattress Firm,6030 W. Behrend Dr. #121 Glendale AZ 85038,0,2,0,1,5.0,
aJ9oUUftxnNktJhFrjXwPw,Staples,6040 W Behrend Dr Glendale AZ 85308,0,2,0,1,2.5,
JIi7D5lu39uXIuwzwD7_-Q,Build-A-Bear Workshop,7700 W Arrowhead Towne Center Glendale AZ 85308,0,2,1,1,4.0,
B4D-RB8TP_uYozEL9-A1pA,Ultimate Electronics,17510 N 75th Ave Glendale AZ 85308,1,3,0,1,2.5,
OnaUCK6fN18yYELUnhHNzQ,LOFT,7700 W Arrowhead Towne Ctr Glendale AZ 85308,1,0,0,1,3.5,
QbrM7wqtmoNncqjc6GtFaQ,Sam's Club Members Only,18501 N 83rd Avenue Glendale AZ 85308,0,2,0,1,3.0,
oyoCrnNsdV0Vie1apeyQmA,Design Source Furniture,7291 W Bell Rd Glendale AZ 85308,1,3,1,1,4.0,
zk4O-WY-qmbuoXZbnQpsnw,Babies R US the Baby Superstore,7540 W Bell Rd Glendale AZ 85308,1,3,0,1,2.5,
AIrAVKoWSS38ym-V6k0EEg,Journeys,7700 W Arrowhead Towne Center Glendale AZ 85308,0,2,0,1,3.0,
crVeYK71I8xHD1zt23eQpQ,Yankee Candle Company,7700 W Arrowhead Towne Center Glendale AZ 85308,1,2,0,1,4.0,
_lN2rVi5d7d5AiGqFoTOgw,Dillard's,7800 W Arrowhead Towne Center Glendale AZ 85308,1,3,1,1,3.0,
lpHOG3sbrTi_9tarcEjigA,Silver Effects,7700 W Arrowhead Towne Center Glendale AZ 85308,0,2,1,1,3.0,
PTSkqYJ440lxe2CDfkoZeg,Toys R Us,7430 W Bell Rd Glendale AZ 85308,1,2,0,1,2.5,
m4Z2t4MmqIZzcKp1UBAf4Q,Hot Topic,7700 W Arrowhead Towne Ctr Glendale AZ 85308,0,2,0,1,4.0,
42uEL1P_rxbaXl8nKU7zsA,Summerwinds Nursery,6426 W Bell Rd Glendale AZ 85308,1,2,1,1,4.0,
9ggd0DySEZNw990JGaFSQQ,Arrowhead Towne Center,7700 W Arrowhead Towne Ctr Glendale AZ 85308,1,2,1,1,3.5,
DJz-fGa44UK9AzHOmqwRzg,Macy's,7600 W. Arrowhead Towne Ctr. Glendale AZ 85308,1,3,0,1,3.0,
1rupcK8K0yUtSXizc2gTow,T-Mobile,7700 W Arrowhead Town Center Ste K209 Glendale AZ 85308,1,0,0,1,3.0,
ZkowJHfbQ12vX7d6Qe9svA,Helzberg Diamonds,7700 W Arrowhead Towne Center Suite 1073 Glendale AZ 85308,1,3,0,1,1.5,
2DcDGJFut36DhENv9feOXg,Walgreens,6640 W Happy Valley Rd Glendale AZ 85310,0,2,0,1,5.0,
1LJZUxAzf6EIvphl1wnj4A,Jackrabbit Nursery,4421 S Jackrabbit Trl Buckeye AZ 85326,1,2,0,1,5.0,
rBku4WXiHb9Il1YcLPtc7w,Best Buy,1408 N Litchfield Rd Goodyear AZ 85338,1,2,0,1,3.0,
Ybp4q-EPT7RaIQ-xkrqdug,Target Optical,1515 N Litchfield Rd Goodyear AZ 85338,1,2,0,1,3.5,
1FmyMPP4o1TvTvo7Ngz73w,Nationwide Vision Centers,14175 W Indian School Road Goodyear AZ 85338,0,2,0,1,3.0,
3rTS_sopbW1pgj2DRav1ww,Michaels,1475 N Litchfield Rd Goodyear AZ 85338,1,2,0,1,2.0,
zrZsFIj4nzwp0mka-VaTqQ,Cvs Pharmacy,2840 N Dysart Road Goodyear AZ 85338,1,2,1,1,3.5,
8mZOn5WkszWWa_sV7I22ww,Payless Shoesource,1428 N Litchfield Road Goodyear AZ 85338,0,2,0,1,5.0,
rSfq4d3eEcbMu6JQrNOaWw,Pier 1 Imports,1442 N Litchfield Road Goodyear AZ 85395,1,2,0,1,4.0,
lGBqTjk6Sv4E0UBnhnzuEA,Osborne Jewelers,406 N Litchfield Rd Ste 200 Goodyear AZ 85338,0,3,1,1,5.0,
5hGkW5VddU07sI8DPfi-Bw,Desert Oasis Floral,13220 W Van Buren Ste 108 Suite 108 Goodyear AZ 85338,0,3,0,1,2.0,
FHASnyQwdpkR4JrxrSPQpQ,Sally Beauty Supply,319 N Litchfield Road Suite 102 Goodyear AZ 85338,0,2,0,1,1.5,
8qTheOxu3GFfJpuTE7WTBQ,Barnes & Noble Booksellers,1446 N Litchfield Rd Goodyear AZ 85395,1,2,0,1,4.5,
dVBQHpOvBlgpbb2HkFSEFg,Walgreens,3361 N Litchfield Rd Goodyear AZ 85395,0,2,0,1,3.0,
wcOps1Ya0t4wWuakOSItYQ,Target Stores,1515 N Litchfield Road Goodyear AZ 85338,1,2,1,1,2.5,
sEKStydwjfbHXuWK1ciBaA,Albertsons,12970 W Indian School Rd Litchfield Park AZ 85340,1,2,1,1,4.0,
7gSOlW1IcCvah5jw0bwJOA,Ann Marie's Custom Floral,226 W Cardeno Cir Litchfield Park AZ 85340,1,2,0,1,5.0,
ryyVSE7iSUC4pbyEwIMKFA,LensCrafters,2330 N 75th Ave Ste 101 Phoenix AZ 85035,0,4,0,1,2.5,
FTdX-M24FcZ8kf3rM8cyow,Famous Footwear,13768 W Bell Rd Surprise Towne Centre Surprise AZ 85374,1,0,0,1,3.0,
EVc3mv-_1buaBaOkhu6hYw,Walgreens,17088 W Bell Rd Surprise AZ 85374,0,3,0,1,3.5,
OQ2wAYjUt1vkF_LQm8dC0w,The Home Depot,13760 W Bell Rd Surprise AZ 85374,1,2,1,1,3.0,
wdV0pJ4xNi60bME_pXK2dA,Kohl's Department Stores,14020 W Bell Rd Surprise AZ 85374,1,2,0,1,4.0,
0XzexHURG90KBP9qxCVlyA,Pier 1 Imports,13710 W Bell Road Surprise AZ 85374,0,3,0,1,3.5,
rk_Z1TzPlFzvBPuGGqKB-Q,Saguaro Country Nursery Cacti Fountains,16671 N Dysart Rd Surprise AZ 85374,1,0,0,1,3.5,
QOJFSv5BwbhAXJGsyR2GMg,Interstate Batteries,13754 W Bell Road Surprise AZ 85374,1,0,0,1,3.5,
8DE_aNEagNdYEM6jNlBxZw,Cvs Pharmacy,15474 W Greenway Road Surprise AZ 85374,1,2,0,1,3.5,
VunxvaLKBA5a4Od-Td_M4w,Bed Bath & Beyond,13723 W Bell Rd Surprise AZ 85374,0,2,0,1,3.5,
CXHnDc0-HW6pqgbs6fhj7g,Michaels,13716 W Bell Rd Surprise AZ 85374,1,2,0,1,3.0,
UFxWlxgtlnuFCaGcaBuoXQ,Sarah's Hallmark Shop,14515 W Grand Ave Surprise AZ 85374,0,0,0,1,2.5,
jkWXB-nCjNTE0V6UFItMSQ,Target Stores,13731 W Bell Rd Surprise AZ 85374,1,2,1,1,3.5,
9vJSHWadBXzGDyTHZAyC8Q,Arrowhead Harley-Davidson,16130 N Arrowhead Fountains Ctr Dr Peoria AZ 85382,1,4,1,1,4.0,
gCdM1pTxVjUD0rvUYIBN3Q,Beauty Brands,7445 W Bell Road Peoria AZ 85382,1,2,1,1,4.0,
W0o78AjGZxuUx0tBzDrEIw,New Balance Arrowhead,7369 W Bell Rd Ste 7 Peoria AZ 85382,0,0,0,1,3.5,
H_zAlSsW1M8eSxXWhYlp-w,Jo-Ann Stores,8195 W Bell Rd Peoria AZ 85382,1,2,1,1,3.5,
DwmjG8nW-OHnHUquDQk9rA,Ulta 3 Salon,7665 W Bell Rd Peoria AZ 85382,1,2,1,1,3.5,
nGQQr0nYBofpodL7tVBYIQ,Cost Plus World Market,7419 W Bell Rd Peoria AZ 85382,1,2,1,1,4.0,
1txrkesd2yFYiwjcSFzRpA,Ulta Salon Cosmetics & Fragrance,7665 W Bell Road Peoria AZ 85382,1,2,1,1,3.0,
MP4o3hP1k4VHfDxBuaqYCw,Ross Stores,8115 W Bell Rd Peoria AZ 85382,0,1,0,1,2.5,
HGOsJ1-GXCk5_8RmwKxomA,Barnes & Noble Booksellers,7685 W Bell Rd Peoria AZ 85382,1,2,1,1,3.0,
T73G6WM3FqOvZ4BeKDvfgA,Old Navy,7375 W Bell Rd Peoria AZ 85382,1,2,0,1,2.5,
m8LIOPXPMZVCpvtK8QjPqQ,Savers,7759 W Bell Rd Peoria AZ 85382,1,1,1,1,3.5,
fFpDXYIay3KNne3ZX6IvIg,Staples,7865 W Bell Road Peoria AZ 85382,1,2,0,1,1.0,
vSPK7sudyEEMxOF4Ikv9Eg,Fry's Food & Drug Stores & Fry's Marketplace,9245 W Union Hills Drive Peoria AZ 85382,0,2,0,1,3.0,
fCIg2B9pTzPGX1-yPXOo4A,Target Stores,8055 W Bell Rd Peoria AZ 85382,1,2,1,1,3.0,
ECx6Rpku3G17mqeMKvH0Iw,Sally Beauty Supply,8085 W Bell Road Suite 104 Peoria AZ 85382,1,2,0,1,2.5,
moRg50uN6-cX9DGeJODd2A,Big Lots,7765 W Bell Road Peoria AZ 85382,0,2,0,1,3.0,
IjcKyB-LUnev2iapzyJ11w,Smith's Food & Drug Stores,1000 N Green Valley Pkwy Henderson NV 89012,1,1,1,1,3.5,
vKucFgOyPBx0yeNxnlmsXA,Eyemasters,681 Mall Ring Cir Henderson NV 89014,0,1,0,1,4.0,
uzztTCsg3XAKlYqmLO40aw,Psychic Eye Book Shops,5835 S Eastern Ave Southeast Las Vegas NV 89119,1,2,0,1,4.0,
6Fi-mc1UF6XJzpzzPtrsAg,CVS/pharmacy,21 W Horizon Ridge Pkwy Henderson NV 89113,1,1,0,1,3.0,
4Yey1uA5MgbioqvkANN-9Q,Walgreens,1360 W Horizon Ridge Pkwy Henderson NV 89012,1,1,0,1,2.5,
IspFZDcpu9W5NvvJ7QgJZg,Gap,The Forum Shops At Caesars 3500 Las Vegas Blvd So The Strip Las Vegas NV 89109,1,2,1,1,4.5,
zPWqckZlomy5n6CIfYS62Q,SuperPawn,5695 S Boulder Highway Southeast Las Vegas NV 89122,1,0,0,1,2.5,
dWupdkYxwc-7SgRl8DSC-w,Amy's Hallmark,2220 Village Walk Dr Anthem Henderson NV 89012,0,2,0,1,3.0,
zgYGq7A6sQF7jjoEMr8KEg,Office Depot,520 Marks St Henderson NV 89014,1,2,0,1,3.0,
xZX6fQk4JkyVGscPyXeZlA,Sports Authority,1431 W Sunset Rd Henderson NV 89014,1,2,1,1,3.0,
pYX78sOG7oJIlWkzrXG3iQ,Borders Books Music & Cafe,1445 W Sunset Rd Henderson NV 89014,1,2,1,1,3.0,
FxRZ-fDzY6B-MJ7JR7RMTg,Lovesac Galleria,1300 W Sunset Rd Henderson NV 89014,0,4,0,1,4.0,
665lZn7tTjSHBo9fAKNzjw,Kay Jewelers,1300 W Sunset Road Henderson NV 89014,0,2,1,1,3.5,
zadgWTeTZ000gfAG5ow5gg,Barnes & Noble Booksellers,567 N Stephanie St Henderson NV 89014,1,2,1,1,3.0,
4cOKXxvzg2D39ZJB4zEmZQ,La-Z-Boy Furniture Galleries,631 Mall Ring Cir Henderson NV 89014,1,4,0,1,3.0,
uXLYVIGgnJ0vTSNsXMPnMA,Gap,Galleria At Sunset 1300 W Sunset Rd Henderson NV 89014,0,2,0,1,3.5,
oWUCR-bnpCfL8see0ZVcDA,Big 5 Sporting Goods,2712 N Green Valley Parkway Henderson NV 89014,1,2,0,1,3.5,
IfatTUzJB_hiB8y9DTfcbQ,The Body Shop,1300 W Sunset Road Henderson NV 89014,1,2,0,1,4.5,
SI74i1B1BX9h1xfek65mkg,For Mystic Minds,2841 N Green Valley Pkwy Henderson NV 89014,0,2,1,1,5.0,
QZBDxN1mH5jr72gRFLjbig,Industrial Ride Shop,1300 W Sunset Rd Henderson NV 89014,0,3,0,1,3.0,
3DXQC2JALx0UQhpzSPMi6g,Pier 1 Imports,535 N Stephanie Street Henderson NV 89014,1,3,0,1,4.0,
4sedr9zGApr0ECPjyjcUyA,Bath & Body Works,530 Marks St Henderson NV 89014,0,2,0,1,3.5,
HXPGxZhDf75UXqIDP9w3Jg,Family Music Centers,2714 N Green Valley Pkwy Henderson NV 89014,1,4,1,1,3.5,
zzW_Gu-O5UpieKKp0Vd_bQ,Children's Place the,1300 W Sunset Rd Ste 1709 Henderson NV 89014,0,2,0,1,3.0,
N96lz4_rnhYO5a5FQPwG3g,Dillard's,1320 W Sunset Rd Henderson NV 89014,1,2,1,1,3.5,
2gfbjrnufah0x5p4tkeOXQ,T J Maxx,480 N Stephanie St Henderson NV 89014,1,2,0,1,3.5,
ANBrIoUyZQZLxrcpPQ4FpQ,The Home Depot,1030 Sunset Road Henderson NV 89014,1,2,0,1,3.0,
MDYjNHVR1s01Rb-HzkG8mA,Blockbuster Video,4301 E Sunset Rd Henderson NV 89014,1,1,0,1,4.0,
1B0jtkfAcoWPhg-juPflxg,LensCrafters,1300 W Sunset Rd Ste 1617 Henderson NV 89014,1,3,0,1,3.0,
KuvcNgufOTLr2VacMfHKvA,Zales Jewelers,1300 W Sunset Rd Henderson NV 89014,1,3,0,1,3.5,
XlsRxa-VqGIvwjC_DHbfIw,Home Fabrics & Rugs,1437 W Sunset Rd Henderson NV 89014,1,2,1,1,4.5,
UAzU7fxrZ00QlGnDZHXIpQ,The Salvation Army,360 N Stephanie St Henderson NV 89014,1,1,1,1,3.5,
pPAKSHCiv_yUHVKHJ2GSYA,Walgreens,401 N Arroyo Grande Blvd Henderson NV 89014,1,2,1,1,3.5,
AcrOL_XvqoVYAfYKT0vQrg,Sunglass Hut International,1300 W Sunset Rd Henderson NV 89014,0,3,0,1,3.5,
RI0YEaVNAJLe3zHZNtiNsQ,Best Mattress,1205 W Warm Springs Rd Henderson NV 89014,1,3,0,1,4.0,
