Business Id,Business Name,Address,Parking,Price Range,Wheelchair Accessibility,Music,Stars
CbDDTk6AW4nQlSU3a9721Q,Shopping,2601 E Baseline Road Gilbert AZ 85234,0,2,0,0,2.5,
dKcKxv9yVE4mJI9mvRWLCQ,Shopping,339 N Gilbert Road Gilbert AZ 85234,0,1,0,0,5.0,
uuq5XZIi7hF3TfCgPY0lVw,Shopping,4900 S Power Rd Gilbert AZ 85297,1,2,1,0,3.5,
CxgFoyQl_EDf2uyVnU1Gsw,Shopping,18495 E Queen Creek Road Queen Creek AZ 85242,1,2,0,0,2.5,
U5-VseaV5NWnuh5AW4acJg,Shopping,20231 E Ocotillo Rd Queen Creek AZ 85242,1,2,0,0,4.5,
aLKQpJ0tBBAq3fvDxZZNNw,Shopping,1975 S Alma School Rd Chandler AZ 85286,1,1,1,0,3.5,
J8_4fv87to-6X9XM60TGKw,Shopping,2860 S Alma School Rd Ste 30 Chandler AZ 85248,0,2,0,0,2.5,
ZggSeoAXX2yYZnxbHcUaGQ,Shopping,2880 S Alma School Road Chandler AZ 85248,0,2,1,0,2.5,
jSBMJKjywkMcpKl0oy9WOg,Shopping,1960 S Alma School Rd Chandler AZ 85286,1,2,1,0,4.0,
GicegFT1LZdZnb7JsUT3QA,Shopping,1430 S Arizona Ave Chandler AZ 85286,1,2,0,0,3.5,
rkF-kVOIQxh6KoJqFDaghQ,Shopping,1095 W Queen Creek Rd Chandler AZ 85286,0,2,1,0,4.0,
wraCOupucUVRu8YF21EX_g,Shopping,19039 S Arizona Ave Chandler AZ 85286,0,2,0,0,3.5,
CdRiTB6JdKvOOGeQnpLTuw,Shopping,3165 S Alma School Rd Ste 21 Chandler AZ 85248,1,2,1,0,4.0,
bL7rtIwY8afapAAfSsUNrw,Shopping,4970 S Alma School Rd Chandler AZ 85248,1,2,0,0,4.0,
6meyy0ehAixbjFxsbVeXoQ,Shopping,2040 S Alma School Road Suite 1 Chandler AZ 85248,0,1,0,0,3.5,
_yUeZBoHERR8A-8wGlQ56Q,Shopping,3145 S Alma School Rd Chandler AZ 85248,1,2,1,0,3.0,
6W9TRKrb72ZLl0h1KWvC1g,Shopping,2010 S Alma School Rd Chandler AZ 85248,1,2,1,0,3.5,
mdXOw5ceZ9HlGGtq9D425A,Shopping,1619 S Arizona Avenue Chandler AZ 85248,0,2,0,0,4.5,
XF1g7-1TyTMUMG1qMovlRg,Shopping,8949 E Indian Bend Rd Scottsdale AZ 85250,1,2,1,0,3.0,
avcYASXxMoD7yJD7xeoJ4g,Shopping,8453 E McDonald Dr Scottsdale AZ 85250,0,1,0,0,4.0,
Z3IUpFFdWSePkchuldMvLw,Shopping,8930 E Indian Bend Rd Scottsdale Pavilion Scottsdale AZ 85250,0,0,0,0,2.5,
mKqoXA8k8vO0Y_O2HYYhFg,Shopping,8919 E Indian Bend Rd Scottsdale AZ 85250,0,2,0,0,3.5,
geMBkIHrGOVwbBs-7Sugkg,Shopping,7908 E Chaparral Rd Ste 111 Scottsdale AZ 85250,0,3,0,0,3.5,
zbYJ3J-zJvKqXMSL-nOgog,Shopping,6137 N Scottsdale Rd Ste 111 Scottsdale AZ 85250,0,3,1,0,4.5,
yzglXr2AiSTAUVEiLgO0xw,Shopping,14255 N 79th Street Suite 1 Scottsdale AZ 85260,0,0,0,0,5.0,
4QbseOOLfaL9RDIqjW4Nmw,Shopping,9020 E Indian Bend Rd Scottsdale AZ 85250,1,3,0,0,3.0,
5SET7Mhv2HGONolojSQjLA,Shopping,9190 E Indian Bend Rd Scottsdale AZ 85250,1,2,1,0,3.0,
xrNL6b5x1W1begCWFDduIw,Shopping,16285 N Scottsdale Rd Scottsdale AZ 85260,1,2,0,0,3.5,
tVihf5G8I0yNzdgntgoZeQ,Shopping,8989 E Indian Bend Rd Ste D4 Scottsdale AZ 85250,0,1,1,0,4.5,
SVm5QpxTloQMSm2Y1xvblg,Shopping,8980 E Indian Bend Rd Ste 5A Scottsdale AZ 85250,0,4,1,0,3.0,
KHoBFKiWf0pJntUzDQPkgw,Shopping,7605 E Indian Bend Rd Scottsdale AZ 85250,0,2,1,0,3.0,
Ev7SSJgjlJilCwaYSGzOcg,Shopping,9019 E Indian Bend Rd Scottsdale AZ 85250,0,2,0,0,4.5,
NjFO0CTI1ejl2E0bjR426g,Shopping,9019 East Indian Bend Road The Pavilions Scottsdale AZ 85250,0,3,0,0,4.0,
2zXqFId4jYuk2K8w1KI-Qw,Shopping,9009 East Indian Bend Rd Scottsdale AZ 85250,1,2,1,0,3.0,
IXsVmOFnYWyeMGu2pqOceQ,Shopping,7121 E 5th Ave Ste 14 Scottsdale AZ 85251,0,2,0,0,4.0,
VJMDdI_zOcACApaOG452Iw,Shopping,7014 E Camelback Rd Ste 2140 Scottsdale AZ 85251,0,0,0,0,3.5,
j_KoJeo4mEyayKsyAsY7xg,Shopping,7014 E Camelback Rd Scottsdale AZ 85251,0,2,0,0,3.0,
IfXTt1wVYHQhzYe-6n5xbA,Shopping,10115 E McDowell Rd Scottsdale AZ 85256,1,2,1,0,4.5,
uPGeM_erzusd2oRc6rZvyg,Shopping,5895 N Granite Reef Rd Scottsdale AZ 85250,1,2,1,0,4.5,
LT2Y60N7JQUiLtLr6A9Ojw,Shopping,6757 N Pima Rd Scottsdale AZ 85250,0,3,0,0,2.5,
2CvVWNI__s1I7ns6w_zILw,Shopping,9139 Indian Bend Rd. Scottsdale AZ 85250,1,2,1,0,2.0,
Wpb8O1zSBwl5EQEaBkagIQ,Shopping,8787 N Scottsdale Rd Ste 224 Scottsdale AZ 85253,1,3,1,0,3.5,
nRLsX5dEmYBcjhX2720y8A,Shopping,8970 E Indian Bend Rd Scottsdale AZ 85250,0,1,0,0,3.0,
PmZ3Ft4aOGpzhpPnF21loA,Shopping,9170 E Indian Bend Rd Scottsdale AZ 85250,0,2,0,0,3.5,
eCr9i8VDpry4UdlzRCT7tQ,Shopping,Scottsdale Fashion S Scottsdale AZ 85250,0,2,0,0,4.5,
5zBYjGBJ8yuj3-OGVdA-QA,Shopping,Camelback & Miller 4320 N Miller Rd Ste 101 Scottsdale AZ 85251,1,3,1,0,3.5,
c5qYZrL5_YG1x9qyEbQF9g,Shopping,8433 E McDonald Dr Scottsdale AZ 85250,0,3,0,0,5.0,
B0zWhoktQ05XWjTMICqfSw,Shopping,9175 E Indian Bend Rd Scottsdale AZ 85250,1,2,1,0,3.5,
lKHJ9o0AOOpFyIcJHzu5GA,Shopping,6149 N. Scottsdale Rd. Suite A10 Scottsdale AZ 85250,0,3,1,0,4.0,
SK04ABcwoEtvIZ3VOZccPw,Shopping,7920 E Chaparral Rd Scottsdale AZ 85250,1,2,1,0,3.5,
w4afmUAcnPe3fsT-LaQ6fw,Shopping,Scottsdale Fashion S Scottsdale AZ 85250,0,3,0,0,3.5,
5mxob00MDhnE5kQuwQBCOw,Shopping,6137 N Scottsdale Rd Ste 113 Scottsdale AZ 85250,0,3,0,0,4.0,
MlxRZcY1HR2JGTu5vmVJQQ,Shopping,6107 N Scottsdale Rd Scottsdale AZ 85250,1,3,1,0,4.5,
OXJZlVOYZwyrf5cHLmfStw,Shopping,16239 N Scottsdale Rd Scottsdale AZ 85254,1,2,0,0,3.5,
YyP7u5TO2fLWFY0Lbc3aEA,Shopping,16211 N Scottsdale Road Scottsdale AZ 85254,0,2,0,0,4.0,
yVH2YCImnNebBwLQBRk9Mg,Shopping,16000 N Scottsdale Rd Scottsdale AZ 85254,0,3,0,0,3.5,
_pTP5e2WgF10i893mgHseg,Shopping,Kierland Commons 15120 N Scottsdale Rd Ste 110 Scottsdale AZ 85254,1,0,0,0,3.0,
RIPOZpFE32uPP1JEQQPTCg,Shopping,15044 N Scottsdale Road Scottsdale AZ 85254,0,2,0,0,4.0,
1o7rZUpwTU1Eg2oL_l7oTA,Shopping,15630 North Scottsdale Road Scottsdale AZ 85254,1,3,0,0,2.5,
pqqaCpEGbMn9KLA_xygjrg,Shopping,15051 N.Kierland Blvd suite#100 Scottsdale AZ 85254,0,3,0,0,4.5,
BUsmaloKEZeOvXLrSjKWSQ,Shopping,7144 E Acoma Dr Scottsdale AZ 85254,1,3,1,0,4.5,
8UC_BhTIcTDcP8OI7EtpLA,Shopping,16219 N Scottsdale Road Scottsdale AZ 85254,1,2,1,0,4.0,
wJ11SXXV7V4tQz58JlFooA,Shopping,6321 E Greenway Rd Scottsdale AZ 85254,1,2,0,0,3.5,
L5VbvCQRxcEdKaKxve3pbg,Shopping,15211 N Kierland Blvd #140 Scottsdale AZ 85254,0,3,1,0,4.5,
VTVHTulkWlsuQUxBgTsruQ,Shopping,14202 N Scottsdale Rd Ste 110 Scottsdale AZ 85254,0,2,1,0,3.5,
nRpfMWN1TWOZD7LtDKrsmQ,Shopping,14202 N Scottsdale Rd Ste 171 Scottsdale AZ 85254,1,3,1,0,3.5,
b3zJrtYqVg4ZXmiLN8V84w,Shopping,18540 N Scottsdale Rd Scottsdale AZ 85054,1,4,1,0,4.0,
mAMeCLoTQUf3Zb808deTYg,Shopping,15211 N Kierland Blvd Scottsdale AZ 85254,1,3,0,0,4.5,
0QIGfTyDPYd7piDe82m1-g,Shopping,7077 E Bell Rd Scottsdale AZ 85254,1,2,1,0,3.0,
YdsO599PzLATj8XF62-EYQ,Shopping,15505 N Scottsdale Rd Scottsdale AZ 85254,0,3,0,0,3.5,
O6gsVf-AztpVfPjxKMFs_w,Shopping,7000 E Shea Boulevard Lbby Scottsdale AZ 85254,0,2,0,0,5.0,
kNQXfXfe6nd_AJqm2UfXDw,Shopping,6990 E Shea Blvd Ste 118 Scottsdale AZ 85254,0,2,0,0,2.5,
99MlOTVZx5sIbW-DH1oamw,Shopping,15044 N Scottsdale Road Scottsdale AZ 85254,1,2,0,0,3.5,
RLwo3ykwR0ZzaU95Tpp97g,Shopping,16495 N Scottsdale Rd # 5A-2 Scottsdale AZ 85254,1,2,0,0,4.0,
S8R2GjXkEaiggIoX-Z4vzQ,Shopping,15211 N Kierland Blvd Kierland Commons Ste 100 Scottsdale AZ 85254,1,3,1,0,5.0,
7oq94zFeIx169iLXa268XA,Shopping,10830 N Scottsdale Rd Scottsdale AZ 85254,1,3,1,0,4.0,
8iknYh-EMVCWAlzVtOYScw,Shopping,1446 N Litchfield Road Goodyear AZ 85338,0,2,0,0,4.0,
LMjCZH50S4xjKBuFVl2xEQ,Shopping,16231 N Scottsdale Rd Scottsdale AZ 85254,1,2,0,0,3.0,
fhD2uqL0tR3NRk9a35HXUQ,Shopping,16251 N Scottsdale Rd Ste 8A Scottsdale AZ 85254,0,4,0,0,3.0,
VLRmecRseHP8ZLljlp7CFw,Shopping,6990 E Shea Blvd Ste 103 Scottsdale AZ 85254,1,2,1,0,5.0,
WowrRUKvjiLX4zT12xU_yw,Shopping,16245 N Scottsdale Rd Scottsdale AZ 85254,1,2,1,0,4.0,
W7yZEtS5oyZxZqT0MbdycQ,Shopping,14202 N.Scottsdale Rd.Ste #151 Thunderbird Plaza East Scottsdale AZ 85254,0,3,0,0,3.0,
1JtBZRcuyLnFn9pGmwMddg,Shopping,14202 N Scottsdale Rd Scottsdale AZ 85254,1,3,0,0,2.0,
0Gu2cpJ5x9ZZfDDHohBY_A,Shopping,16223 N Scottsdale Rd Scottsdale AZ 85254,1,2,1,0,4.0,
oFZyfZds-akl1r6njKvE8Q,Shopping,15024 N Scottsdale Rd Ste 100 Scottsdale AZ 85254,0,4,0,0,3.0,
5trwx2bn9XpM3ZSMPM3P6A,Shopping,7012 E Greenway Pkwy Scottsdale AZ 85254,0,2,0,0,4.0,
kn3nVeUFmYuhd1xonb4Thg,Shopping,15440 N Scottsdale Rd Scottsdale AZ 85254,0,4,1,0,2.5,
Oqd9hAQUAN128Nr1QcbdjA,Shopping,15836 N Scottsdale Rd Scottsdale AZ 85254,1,3,1,0,1.5,
m7uxAxL9L3kuB8XWkoveHQ,Shopping,Kierland Commons 15044 N Scottsdale Rd Ste 100 Scottsdale AZ 85254,1,3,1,0,3.5,
jOu97u0aiyD9IWxZO8YB0g,Shopping,10405 N Scottsdale Rd Ste 1 Scottsdale AZ 85253,1,2,1,0,5.0,
N_SN6NXnXo-Ik30xm8sSHA,Shopping,15054 N Scottsdale Rd Scottsdale AZ 85254,1,3,0,0,2.5,
VAkSrbIRXTR1mA-CCDQqCA,Shopping,15220 N Scottsdale Rd Ste 150 Scottsdale AZ 85254,1,3,1,0,4.5,
DuAvRG7OOnmKHUKHvXUvrw,Shopping,15435 N Scottsdale Rd Ste 130 Scottsdale AZ 85254,1,2,1,0,4.5,
_A4x1TNYwm0XY1V882aUJw,Shopping,10869 N Scottsdale Rd Scottsdale AZ 85254,1,2,1,0,4.0,
o_YqpIrK0-9F7Q7ggtCSrg,Shopping,4727 E Bell Road Suite 33 Phoenix AZ 85032,0,2,0,0,2.5,
UnoVA__qAASAMbPnrm_puQ,Shopping,7125 E Mercer Ln Scottsdale AZ 85254,1,0,1,0,5.0,
zgVB7SLCetIbFl_saY747Q,Shopping,15054 N Scottsdale Rd Scottsdale AZ 85254,0,3,1,0,3.0,
3RrRw6ZCsLgHEdqJQj5wvg,Shopping,7011 E Shea Blvd Scottsdale AZ 85254,1,2,1,0,3.0,
nrmRsCEP8UqKKMKxXkKK1g,Shopping,10830 N 71st Pl Scottsdale AZ 85254,0,4,0,0,2.0,
bM2yjuAZT-zV63-5_Kry_w,Shopping,7119 East Shea Blvd Ste 104 Scottsdale AZ 85254,0,2,0,0,5.0,
ho2ks4SitYa6xzMttXNasw,Shopping,15435 N Scottsdale Rd Scottsdale AZ 85254,1,3,1,0,2.5,
C6QXPtims5nbDj1uhoVkeQ,Shopping,10805 N 71st Way Scottsdale AZ 85254,1,2,0,0,4.0,
SlV4MCNrAC9slMyV5gf47w,Shopping,15210 N Scottsdale Rd Scottsdale AZ 85254,1,3,1,0,4.0,
6y74XfSybBDSOwpGmAOy8w,Shopping,8230 E Raintree Dr Ste 109 Scottsdale AZ 85260,1,2,1,0,4.5,
Y61SoG7nL30KW6teZX9d-w,Shopping,6969 E Shea Boulevard Suite 600 Scottsdale AZ 85254,0,2,0,0,3.5,
otEvdr5oygzT3BNaUunf6w,Shopping,10610 N 71st Pl Scottsdale AZ 85254,1,4,0,0,5.0,
90FMI917WPqmn_CIT31pyw,Shopping,6501 E Greenway Pkwy Ste 102 Scottsdale AZ 85254,1,1,1,0,3.5,
h3ZBi5XkyN6lBc9-W6bDmw,Shopping,10626 N 71 Pl Scottsdale AZ 85254,0,0,0,0,5.0,
yDnRf8m_YI4AXHVGH6-fuQ,Shopping,7122 E Greenway Pkwy Ste 100 Scottsdale AZ 85254,1,3,1,0,4.0,
VQOw2WQTga--FQCCcwbnDA,Shopping,10816 N Scottsdale Rd Scottsdale AZ 85254,1,2,0,0,5.0,
2y4vUGH-NF05axrnnI5OLQ,Shopping,13802 N Scottsdale Rd Ste 164 Scottsdale AZ 85254,1,4,0,0,5.0,
myGYGG_8RoNho1Ahr-vPeA,Shopping,14202 N Scottsdale Rd Scottsdale AZ 85254,0,1,0,0,5.0,
WADzCcS60rEHwHHcfOhepg,Shopping,4845 E Greenway Rd Scottsdale AZ 85254,1,3,0,0,3.0,
XgVyl3T3Zn_k7SljAJ1d0Q,Shopping,4831 E Greenway Rd Scottsdale AZ 85254,0,1,0,0,3.0,
bU7DCLkHwWnA_sk6pb6j8g,Shopping,10390 N 90th St Scottsdale AZ 85258,0,0,0,0,3.0,
yJEKRIugKWmnEYv_uhvm0A,Shopping,9890 N 90th Street Scottsdale AZ 85258,1,2,0,0,3.0,
S56KKeJAqy9KBpuWpKnQ0Q,Shopping,10500 N 90th St Scottsdale AZ 85258,1,2,1,0,3.5,
F4RLlFu-VxMbFA5E0DPbww,Shopping,10100 N 90th St Scottsdale AZ 85258,0,1,0,0,3.5,
MdwoM1Qf87nmdA6Ma6tnMQ,Shopping,10135 E Via Linda Scottsdale AZ 85258,1,2,1,0,3.0,
I4gmp-5ijxKmkiALRUiZBA,Shopping,10105 E Via Linda Scottsdale AZ 85258,1,3,1,0,4.0,
XovIlMQEVSC5_WLUKKJJjA,Shopping,9420 E Doubletree Ranch Rd Ste C-109 Scottsdale AZ 85258,0,0,0,0,4.5,
NSuT83Bl4LWtMP5nMfzHFw,Shopping,8989 E Via Linda Scottsdale AZ 85258,1,1,1,0,4.5,
WnKOR5F2rzgF7bTBTsWEeg,Shopping,10190 No. 90th St. #105 Scottsdale AZ 85258,0,2,0,0,1.5,
CKzhDe1BRDQ2-yHiZdOPvQ,Shopping,8900 E Via Linda Scottsdale AZ 85258,1,2,1,0,4.0,
qZXZvY6Y2QreIYcS9uv65g,Shopping,10450 N 90th St Scottsdale AZ 85258,1,2,1,0,4.5,
DvNZtmkyNuAeImxjFtl_3Q,Shopping,10105 E Via Linda Ste 106 Scottsdale AZ 85258,0,2,1,0,4.0,
5g9IvafVHBiM1SsLnONq0Q,Shopping,9015 E Via Linda Scottsdale AZ 85258,0,4,1,0,4.5,
TXOC9oDwBA9tI3vNBlkFbw,Shopping,8220 N Hayden Rd Scottsdale AZ 85258,0,0,0,0,1.0,
IwDI3Ls5FH2FxPNRyYaffA,Shopping,7830 E Gelding Dr Ste 100 Scottsdale AZ 85260,1,2,1,0,5.0,
Uxd43FDZnBoeRFPz0b7Ohw,Shopping,14860 N Northsight Blvd Scottsdale AZ 85260,1,2,1,0,4.0,
9d0YIrD0z-XayGJC8z0p3A,Shopping,15031 N Thompson Peak Pkwy Scottsdale AZ 85260,0,4,1,0,3.5,
_cG0BFYyHXcwheKXR5RRBA,Shopping,15454 E Frank Lloyd Wrigh Scottsdale Town Center Scottsdale AZ 85260,0,2,1,0,2.5,
YRWuNpZHoSpy0zPpc7TzqQ,Shopping,15355 N Northsight Blvd Scottsdale AZ 85260,1,1,1,0,3.5,
4r9BfViVzFsN5W-ClcvuZQ,Shopping,15740 N Pima Rd Scottsdale AZ 85260,0,1,0,0,3.0,
Da9yru9qeasHJxRE3Gj88Q,Shopping,15125 N Hayden Rd Suite 100 Scottsdale AZ 85260,0,3,0,0,4.0,
jkxwhmUKKPeKTZnRE4yL4g,Shopping,15090 N Northsight Blvd Ste 112 Scottsdale AZ 85260,1,2,1,0,4.5,
60j3t0ptHJBTW9RXVl1Dhg,Shopping,15255 N Northsight Blvd Scottsdale AZ 85260,1,2,0,0,3.0,
wbKySsrGqtl5VRlf38wnZg,Shopping,16443 N 91st St Ste 104 Scottsdale AZ 85260,0,2,0,0,3.5,
IbdVICfOPX2iXwsIfza2jg,Shopping,8686 E Frank Lloyd Wright Blvd Scottsdale AZ 85260,0,3,0,0,2.5,
1k54qahoejphHq0vSRLFfw,Shopping,7702 E Gray Rd Ste 2 Scottsdale AZ 85260,0,0,0,0,3.5,
Y6Fyet-dtpFLsk0YBaTegA,Shopping,16801 N 90th St Scottsdale AZ 85260,1,2,0,0,4.0,
Qw5n0MWiitvBtf8rT-uqBA,Shopping,8664 E Shea Blvd Scottsdale AZ 85260,1,2,0,0,3.0,
HsKjad5I8A1607NYm28hZQ,Shopping,16495 N Scottsdale Rd Ste 106 Scottsdale AZ 85254,0,3,0,0,4.0,
fwh-GBc66NRdP97WvPAbEg,Shopping,8388 E Hartford Dr Scottsdale AZ 85255,1,3,1,0,5.0,
VG_6E3ykEtV1xAJGqn0AHA,Shopping,8666 E Shea Blvd Scottsdale AZ 85260,1,2,1,0,3.5,
gY_K2tFOXVitbtNhOxS1BQ,Shopping,15656 N Pima Rd Scottsdale AZ 85260,1,2,1,0,3.0,
Y9wyhP64t5IWJxoLrUV5Dg,Shopping,8680 E Raintree Dr Scottsdale AZ 85260,1,2,1,0,2.5,
2A3y7QOidAu1Mm_DeFSDjg,Shopping,15454 N Frank Lloyd Wright Blvd Scottsdale AZ 85260,1,2,1,0,4.0,
B2wD8TifjbdrjwN3_vboXA,Shopping,9301 E Shea Blvd Ste 128 Scottsdale AZ 85260,0,2,1,0,3.0,
Y1vzjsCw3xgU6zGdEfb2UQ,Shopping,9003 E Shea Blvd Scottsdale AZ 85260,1,2,1,0,4.0,
noFAhQUaDC9XIeZ6FLAZew,Shopping,6533 E Dale Ln Cave Creek AZ 85331,0,2,0,0,5.0,
6cnPb2BUx-I8eJ4Sb1G1cA,Shopping,16255 N. Scottsdale Rd. #C8 Scottsdale AZ 85254,1,2,1,0,4.5,
CSyTu1CGjXGqAC4Vt7V1wg,Shopping,8606 E Shea Boulevard Scottsdale AZ 85260,0,2,1,0,2.5,
qLYuL1ZPKwvHMjsBc-lOIA,Shopping,The Phoenician Resort 6000 E Camelback Road Scottsdale AZ 85251,0,3,1,0,4.0,
bCibx5zOsZhAP6Ts5VaBsA,Shopping,15050 N Northsight Blvd Ste 109 Scottsdale AZ 85260,0,3,0,0,2.0,
Q7Yo02l--O9KMWYYNukY0w,Shopping,8009 E Dillons Way Scottsdale AZ 85260,0,0,0,0,5.0,
80Uhk8gIYMBmWLLvKehEsQ,Shopping,15250 N Hayden Scottsdale AZ 85260,0,2,0,0,2.5,
FgANPo60oV4Cf4AUUFrZ8Q,Shopping,15320 N Hayden Rd Scottsdale AZ 85260,0,4,0,0,3.5,
kBRRKc8Iq7yMt1egofks_A,Shopping,15020 N Northsight Blvd Scottsdale AZ 85260,0,2,1,0,4.5,
OZ8zJkZ9QQV89NkXnfQ8bQ,Shopping,7848 E Redfield Rd Ste 17 Scottsdale AZ 85260,1,2,0,0,5.0,
sb_hH5tw8_0bf5rpuqyIGg,Shopping,14700 N. Hayden Rd. Scottsdale AZ 85260,0,3,0,0,4.0,
m5hMJ7SPIK7are8SykvlvA,Shopping,15499 N Hayden Rd Scottsdale AZ 85260,0,2,0,0,3.5,
QNUpPMDpIo6gkLNNnOPXMw,Shopping,16219 N 82nd St Scottsdale AZ 85260,0,4,1,0,4.0,
kwo6AogUjIG1qk-doJdFeQ,Shopping,15010 N Hayden Road Scottsdale AZ 85260,0,0,1,0,3.0,
Tgf8Q9NuS-Om32C9yisydg,Shopping,8776 E Shea Blvd Ste 105 Scottsdale AZ 85260,1,2,1,0,5.0,
u2pth8fvWRF8bkvGOfunyA,Shopping,7229 E Shea Blvd Scottsdale AZ 85260,0,2,0,0,4.5,
5_WcIgkpLjPuSx48UYhT8w,Shopping,34505 N Scottsdale Rd Scottsdale AZ 85266,1,3,1,0,4.0,
xSGUgOwpTnnW31bTZb4tMw,Shopping,32633 N Scottsdale Rd Scottsdale AZ 85262,0,0,0,0,3.5,
yZYe_rgHsSYpK5azFtPSEA,Shopping,32421 N Scottsdale Road Scottsdale AZ 85262,0,0,0,0,4.5,
s02x9kPbZii-uw1x0Oyy6w,Shopping,32351 N Scottsdale Rd Scottsdale AZ 85262,1,2,0,0,3.5,
14W7tcjh48DInuwIo8Xytw,Shopping,32351 N Scottsdale Rd Scottsdale AZ 85262,0,0,0,0,3.5,
GTywycoXMWj31qFDX7urkQ,Shopping,13733 N Fountain Hills Blvd Fountain Hills AZ 85268,1,2,1,0,3.5,
H9pvKBET64MEzU5S8wCApg,Shopping,14845 E Shea Blvd Fountain Hills AZ 85268,0,4,0,0,2.0,
fjYK96bWHnkD5t3i0HuxDw,Shopping,16730 E Palisades Blvd Ste 106 Fountain Hills AZ 85268,0,2,0,0,3.5,
axwJI8G9CwDjynWBFQ-p5A,Shopping,16715 E Palisades Blvd Fountain Hills AZ 85268,0,1,0,0,2.5,
PS3zwMm5c9-PEQ0H0O1h9w,Shopping,12016 N Colony Dr Fountain Hills AZ 85268,0,0,0,0,3.5,
PlCMRKcJzeIZsCugCkphoA,Shopping,16605 E Palisades Blvd Fountain Hills AZ 85268,1,2,1,0,4.5,
tYnM2hLVJtGk4PV86ICMsA,Shopping,Fountain Hills Plaza 16605 E Palisades Bvd#104 Fountain Hills AZ 85268,0,0,0,0,3.5,
GhkVBD15ciV0Cy_VXf55aQ,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,0,4,0,0,1.0,
aTdhE6wDTRERgJZ0cacTqg,Shopping,1628 E Southern Ave Ste 12 Tempe AZ 85282,1,2,1,0,2.5,
k1v4QakuPJeSNC0J6nzc7Q,Shopping,Arizona Mills Outlet 5000 S Arizona Mills Cir Ste 361 Tempe AZ 85282,0,2,0,0,3.5,
6Wc1QJGEN92EPfZRDb-WVg,Shopping,5000 S Arizona Mills Cir Ste 590 Tempe AZ 85282,1,0,0,0,4.5,
F0l8mp0U8BZDF2IBeWZduw,Shopping,5000 Arizona Mills Circle Tempe AZ 85282,0,3,0,0,4.0,
xhMJ6Qgs5OVBpSKy5QhTng,Shopping,921 E Southern Ave Tempe AZ 85282,1,2,0,0,3.5,
zKFX8BVTWYZNa2vJ46UdmQ,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,1,0,3.0,
XZykxoETy7scJRQbq48xCw,Shopping,5000 S Arizona Mills Cir Ste 335 Tempe AZ 85282,0,2,1,0,3.5,
S38_YjyW-STgOF4VAV1KJg,Shopping,Arizona Mills 5000 Arizona Mills Circle Suite 602 Tempe AZ 85283,0,2,1,0,4.0,
1UydNTqQQ-qo8l9JTg_b9w,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,1,1,0,0,2.5,
5kevdltziIYtYKWcznvPiQ,Shopping,1844 E Southern Ave Tempe AZ 85282,1,2,1,0,2.5,
r_1ebDKOmTVsF8peir0Qlw,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,0,0,2.5,
sd2DscOiGyBJiNP5AqPfqQ,Shopping,3122 S McClintock Dr Tempe AZ 85282,0,0,0,0,3.0,
L3MMPafFw6xRMzumKa-A-w,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,0,3,0,0,2.5,
rTE1PYRTIdNVq1Nrh6gUPw,Shopping,Arizona Mills Mall 5000 S Arizona Mills Cir. Tempe AZ 85282,1,3,0,0,3.5,
jCt_p9sLgNOMJy5_0uo1HQ,Shopping,1946 S Dobson Rd Ste 1 Mesa AZ 85202,1,2,1,0,3.5,
79XqVV2PAU-adnTO1c3i_g,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,0,2,0,0,4.5,
4rUUq8lf6d6eKsPhZ6R_Ew,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,1,2,1,0,4.0,
aAnLZbEMOrhI4_RbjntWsA,Shopping,1628 E Southern Ave Ste 13 Tempe AZ 85282,0,2,1,0,3.5,
vO-qXdgvzoeLoSgRtOCwlA,Shopping,3210 S McClintock Drive Tempe AZ 85282,0,2,0,0,3.5,
RxiKE-P2dJ3YifJCpWgqJg,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,0,2,0,0,2.5,
aDHziRAigxuE6RIdH5csnA,Shopping,1829 E Southern Ave Tempe AZ 85282,0,1,0,0,4.5,
y7zVwjkzHMJsOi9wXSrFXg,Shopping,5000 S Arizona Mills Circle Ste 165 Tempe AZ 85282,1,2,0,0,3.0,
pguMFkzF_fFFY59rRb7shg,Shopping,705 E Guadalupe Rd Tempe AZ 85283,1,2,0,0,3.5,
jvnWDX9EZYaGrf7kVqSY9w,Shopping,5000 Arizona Mills Cr #135 Tempe AZ 85282,1,2,0,0,4.0,
nk3wiRR9jdHHGircxONOGg,Shopping,2346 E Southern Ave Tempe AZ 85282,1,3,1,0,3.5,
HRfQl3vX8VmOBvXQAa1WQg,Shopping,5000 S Arizona Mills Cir Tempe AZ 85282,1,3,0,0,4.0,
NC3V9CPnzV96cxlkZdYi9w,Shopping,2180 E Southern Ave Tempe AZ 85282,1,2,1,0,4.5,
m0vnW_tBswVvT0RK9ATcDQ,Shopping,790 E Southern Avenue Tempe AZ 85282,1,1,0,0,4.0,
LPLKFb1X1VpasjAiA-YzeQ,Shopping,5000 S Arizona Mills Cir Suite 385 Tempe AZ 85282,0,3,0,0,2.5,
