Business Id,Business Name,Address,By Appointment Only,Open On Weekend,Stars
VKZt8vYRoXXyyVyYg5wkEw,Health,3100 W Charleston Blvd Ste 205 Westside Las Vegas NV 89102,0,0,4.5,
v2IP8dY640n3gy-UUvDUTw,Health,4212 W Charleston Blvd Westside Las Vegas NV 89102,1,1,4.5,
90vSSbYO-xh_aS0LomO9kw,Health,2401 Paseo Del Prado Las Vegas NV 89102,1,0,2.5,
3uLj65G-QnXWLTDzcRztAA,Health,1811 W Charleston Blvd Downtown Las Vegas NV 89102,0,1,3.0,
iQvAEL2XYqtBZqmV_I9cgQ,Health,4115 Spring Mountain Road Suite B-105 Chinatown Las Vegas NV 89102,0,0,3.5,
xKUlhZEaPzYMjWy5BLq7IQ,Health,1800 W Charleston Boulevard Downtown Las Vegas NV 89102,0,0,2.5,
u05kfKUz5NvO77__09ajBw,Health,1707 W Charleston Blvd Las Vegas NV 89102,1,0,4.0,
dtFIokZN1q2fV9ULAEQMkQ,Health,4270 S Decatur Blvd Ste A1 Spring Valley Las Vegas NV 89103,0,1,3.0,
79oyYc48uyR8dgwt34ukig,Health,Walmart Supercenter 4505 W Charleston Blvd Westside Las Vegas NV 89102,0,1,5.0,
ItwmR2pgWiZTrWy7ah8t0A,Health,6020 S Rainbow Blvd Spring Valley Las Vegas NV 89118,1,0,4.0,
2tNfcFzvl-WG2Tj5zCFMeQ,Health,1405 Arville St Westside Las Vegas NV 89102,1,0,5.0,
3CFu82ImzHZsNhCihREN5g,Health,4500 W Oakey Boulevard Westside Las Vegas NV 89102,1,0,1.5,
VxmoUvT8UUN2kv68SLIWnQ,Health,3220 W Charleston Blvd Westside Las Vegas NV 89102,0,0,2.5,
-Rk0lWgLsDgFz7ncXvEtUw,Health,600 S Rancho Dr Ste 113 Downtown Las Vegas NV 89106,1,0,5.0,
mIznH_XLpckzn1ZjOLdcXg,Health,3819 West Sahara Ave Westside Las Vegas NV 89102,1,1,3.0,
SX3O4Kd0txMIfxmIDDgoXQ,Health,4215 Spring Mountain Rd Chinatown Las Vegas NV 89102,0,0,4.0,
xRmaCAqSx2vrwCedZBb3Mw,Health,4043 Spring Mt. Rd Chinatown Las Vegas NV 89102,0,1,4.5,
DCjsUfOsWXOl8Q2GV8Nh1Q,Health,5445 W Sahara Ave Westside Las Vegas NV 89146,1,1,5.0,
z_cBvV_b0Del9c6LxzcViw,Health,1934 E Sahara Ave Downtown Las Vegas NV 89104,1,0,1.5,
6oajqNJvQCNa4567ejEyUA,Health,1934 E Sahara Ave Downtown Las Vegas NV 89104,0,0,2.5,
WUq-68Xix9ALwOgFccX8UA,Health,1928 E Sahara Ave Downtown Las Vegas NV 89104,1,1,5.0,
z1OORo3w8Ei0XuctaLAIuQ,Health,3150 N Tenaya Way Suite 690 Las Vegas NV 89128,1,0,3.0,
IEphF3pqmpxMK5hUevGsZA,Health,872 E Sahara Ave Downtown Las Vegas NV 89104,0,1,2.0,
LwUxmAZ_l3yvRPnrQi6n3w,Health,620 Shadow Ln Downtown Las Vegas NV 89106,0,0,2.5,
MrcCI_LyAKXyAVgHu1OwsQ,Health,855 S Grand Central Pkwy Downtown Las Vegas NV 89106,0,1,3.5,
6hybEvqZ42mg1I5pI0dKLQ,Health,2619 W Charleston Blvd Westside Las Vegas NV 89102,1,0,4.0,
Tcv1NCtrax1D9XPuWx1SxQ,Health,2010 Goldring Ave Downtown Las Vegas NV 89106,1,0,4.0,
eIvvsLZS3mCiRd0eeeNnBA,Health,700 Shadow Ln Ste 235 Downtown Las Vegas NV 89106,0,0,1.0,
47QHVRHX5EQ1wY6_WzOSnQ,Health,Eye Clinic of Las Vegas 3100 W Charleston Blvd Ste 204 Westside Las Vegas NV 89102,1,0,3.0,
IartCl2oZ_0pixNpe2967A,Health,501 S Rancho Dr Ste E29 Downtown Las Vegas NV 89106,1,0,5.0,
GfW21vA5fkJtgaBV7S9vKw,Health,870 S Rancho Dr Las Vegas NV 89106,1,0,4.5,
BOyQOV1tsmZuXx2XiVMhoA,Health,500 S Rancho Dr Downtown Las Vegas NV 89106,0,0,5.0,
y-6f2K5LiO1-6XgZxQ2A0A,Health,840 S Rancho Drive Suite 14 Downtown Las Vegas NV 89106,0,1,4.0,
ug7PziojjPhq8Rvb1R8_Pw,Health,888 S Rancho Dr Las Vegas NV 89106,0,0,2.5,
kJ5m8McW1bsvOyGoKay2nA,Health,2598 Windmill Pkwy Ste A Henderson NV 89074,1,0,2.5,
576xcNN-cxYNSf52lml-GQ,Health,5185 S Durango Dr Spring Valley Las Vegas NV 89113,1,0,2.5,
u8PkehC9wJout9y5IhDiHg,Health,1201 N Decatur Blvd Ste 109 Las Vegas NV 89108,1,0,5.0,
FdU3ptok5G0wPoNo_OPmKQ,Health,87 N Nellis Blvd Sunrise Las Vegas NV 89110,0,0,2.5,
nvD9iNGS6_xfSPnkBcNAAQ,Health,1951 Ramrod Ave Ste 100 Henderson NV 89014,0,0,1.0,
i2enuXSmvcpA6h3e59Imbw,Health,5850 Polaris Ave Las Vegas NV 89118,0,0,2.0,
LnJ06mW_7M68POxVzlXPPg,Health,5400 S Rainbow Blvd Spring Valley Las Vegas NV 89118,0,0,2.5,
i781u0exXe0G0TNM0YX2Bg,Health,5495 S Rainbow Blvd Spring Valley Las Vegas NV 89118,1,0,2.5,
mAMsDk-696oEo2-DaPbWtg,Health,5269 S Eastern Ave Southeast Las Vegas NV 89119,1,1,5.0,
PSqktwruBxAzXoURtl9jrg,Health,8985 S Pecos Road Suite 4 Henderson NV 89074,1,0,2.5,
9pzWI0UhMlcMxLPiwWESRQ,Health,3085 E Russell Rd Suite E Southeast Las Vegas NV 89120,1,0,5.0,
h6a0j_bfkHMudu39DrMViA,Health,3663 E Sunset Road Suite 403 Southeast Las Vegas NV 89120,1,0,4.0,
S86VOwedPT2zVgQV0ytcxw,Health,3663 E Sunset Rd Ste 505 Southeast Las Vegas NV 89120,1,0,5.0,
fVP4S67SBieCqeVOVR9e1Q,Health,390 N Stephanie St Ste 104 Henderson NV 89014,1,0,3.0,
7dK5J68leWUOufgJyYyPfA,Health,8551 W Lake Mead Blvd Ste 150 Summerlin Las Vegas NV 89128,1,1,3.5,
iHYO5SsAf02KEubTGTh88Q,Health,2050 Mariner Dr Summerlin Las Vegas NV 89128,1,0,2.0,
UTBhtO8f3nVRng9onLBbYw,Health,5785 Centennial Center Blvd Ste 140 Centennial Las Vegas NV 89149,0,0,5.0,
JI7ftVhVTas8y5DGcfW43Q,Health,7501 W Lake Mead Boulevard Las Vegas NV 89128,1,0,5.0,
eXYLcjXbUOtuESnX8olgPA,Health,1725 Village Center Cir Ste 150 Summerlin Las Vegas NV 89134,1,0,5.0,
RiMaN-vG5-oVTh4F98_1AQ,Health,2720 N Tenaya Way Las Vegas NV 89128,0,0,1.5,
xWmfGEZ4msvVsASzIkW2Zw,Health,8310 W Sahara Ave Westside Las Vegas NV 89117,1,0,4.0,
v_cjBZaIzIEAvK4Z_1Rx7w,Health,2704 N Tenaya Way Las Vegas NV 89128,0,0,3.0,
bAxDob5NtxWXfeDdJU-YTg,Health,8409 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,5.0,
fIZoLcWocQYs8XrtXzCsug,Health,2050 Mariner Dr Ste 120 Summerlin Las Vegas NV 89128,1,0,3.0,
wqujbV-b_Pu-wzJp4mlteA,Health,2050 Mariner Dr Ste 120 Suite 103 Summerlin Las Vegas NV 89128,0,0,2.5,
YWIDquDD5n7L7VWD6D4mig,Health,3100 N Tenaya Way Las Vegas NV 89128,0,1,3.0,
m7WQAOcZri-2zhFSiHdp_A,Health,7501 W Lake Mead Blvd Las Vegas NV 89128,0,0,3.5,
DoQYCpYw5MdkbjGNSFmuog,Health,7455 W Washington Wy Ste 160 Las Vegas NV 89128,1,0,2.5,
XlXJbWFOuzVMaKt_IWAR7g,Health,7481 W Lake Mead Boulevard Las Vegas NV 89128,1,0,3.5,
TwK_id2NwNSu_icYFnLYBg,Health,2911 N Tenaya Way Ste 101 Las Vegas NV 89128,1,0,5.0,
b0H-vzwsnTaIwrFUgVyYUQ,Health,7520 W Washington Avenue Suite 120 Las Vegas NV 89128,1,0,5.0,
USfS0tgXkAtCoGc6nG77ig,Health,2800 N Tenaya Way Ste 203 Henderson NV 89128,1,0,2.0,
aoFSJOA37erSDVpGuTIuVA,Health,2020 Palomino Ln Ste 100 Downtown Las Vegas NV 89106,1,0,4.0,
M9iAeKY3TH-aGOYfi3Kdgw,Health,2031 N Buffalo Dr Summerlin Las Vegas NV 89128,0,0,2.5,
QwB7b0jIhMtDqxA02mvtcQ,Health,1525 E Windmill Ln #201 Southeast Las Vegas NV 89123,1,0,2.0,
JbiMAlt2ZW5Iv04vcDdSHQ,Health,2500 N Tenaya Way Las Vegas NV 89128,0,0,3.0,
REOH5CVuM0YeRmvmhRD0ug,Health,7460 W Lake Mead Blvd Las Vegas NV 89128,0,0,3.5,
2YwebjlNKmQfPoJNNvzmlA,Health,7040 Smoke Ranch Rd Las Vegas NV 89128,1,0,2.0,
-t6tb1hy2T_vYcxRcDQunw,Health,3150 N Tenaya Way Las Vegas NV 89128,1,0,2.5,
uXiyDVaumT0GXUDZHttVRw,Health,Advanced Surgical Care 3150 N Tenaya Way Ste 680 Las Vegas NV 89128,1,0,3.5,
op2QGOly66QgLyZUN9j2FQ,Health,653 N Town Center Dr Ste 514 Summerlin Las Vegas NV 89144,1,0,3.5,
Rnd8H8RSwKvt4E2yhmCfjA,Health,3150 N Tenaya Way Las Vegas NV 89128,1,0,4.5,
DC6MIaWM_rEDiW_BcBxtVQ,Health,7250 Cathedral Rock Drive Las Vegas NV 89128,1,0,4.5,
MeIgRvG2jkAKTZczKJVKbg,Health,7445 Peak Dr Las Vegas NV 89128,1,0,3.0,
O_U42gmuGu1jin3eSWimXA,Health,4950 W Craig Rd Ste 3 Northwest Las Vegas NV 89130,0,0,3.0,
ePqcytAWcPES7UFdsGgbaQ,Health,4990 W Craig Rd Northwest Las Vegas NV 89130,1,1,5.0,
M2pGZWefR3pjQ4minvEyxw,Health,4343 N Rancho Drive Suite 210 Northwest Las Vegas NV 89130,1,0,3.5,
tVWphjyVYgS_tN9MgPNwYw,Health,4454 N Decatur Blvd Northwest Las Vegas NV 89130,1,0,3.5,
EJbWBLLa5M2kLExQQN7elg,Health,9640 W Tropicana Ste 116 Spring Valley Las Vegas NV 89147,0,0,3.0,
uR-9YnrohwOZ5Q1lLUc8Wg,Health,9484 W. Lake Mead Blvd. #2 Summerlin Las Vegas NV 89134,1,1,3.5,
WeKrR6MyiY0dfVcjIv-_DQ,Health,1975 Village Center Cir Summerlin Las Vegas NV 89134,1,0,5.0,
3dJPyNRAkhpFqMRqMWTFMw,Health,8504 Del Webb Blvd Summerlin Las Vegas NV 89134,1,0,4.0,
gp4Qbma6PIE_0w1uhs9JZQ,Health,1945 Village Center Cir Ste 110 Summerlin Las Vegas NV 89134,1,0,5.0,
6bzsCiXuOkujoUQjhC_ezg,Health,1930 Village Center Cir Ste 12 Summerlin Las Vegas NV 89134,0,0,5.0,
JVb5BRi7NSgXqVoMJCO0Hw,Health,653 N Town Center Dr Ste 602 Summerlin Las Vegas NV 89144,1,0,3.0,
XzInO2PCkP-e3_Y2dpYSRw,Health,657 N Town Center Dr Summerlin Las Vegas NV 89144,0,1,3.5,
Iy1_D_Ge7GJgdnSkkiR1oQ,Health,653 N Town Center Dr Summerlin Las Vegas NV 89144,1,0,2.5,
M-KE591j73tww3Qnf1BMbw,Health,10155 W Twain Ave Ste 110 Spring Valley Las Vegas NV 89147,1,0,3.0,
koD2bHAUm6Sp7y3VW7vMCw,Health,900 S Pavilion Center Dr Ste 185 Summerlin Las Vegas NV 89144,1,0,5.0,
bXXiXL_TfCV2C_gMV1lL2w,Health,8530 W Sunset Rd Ste 130 Spring Valley Las Vegas NV 89144,1,0,5.0,
iNeLNIylUh1Go7mQITnFsA,Health,9120 W Post Rd Ste 200 Spring Valley Las Vegas NV 89148,1,0,2.5,
gfsJsEg9Px2Bt6ZO7ehDPQ,Health,9750 Covington Cross Dr Summerlin Las Vegas NV 89144,1,0,5.0,
osoL6gEkR-f9_Vm4uyoGHQ,Health,653 N Town Ctr Dr Summerlin Las Vegas NV 89144,1,0,4.0,
PjzaqhsdaGmdxzINbVQCLQ,Health,653 N Town Center Dr Ste 106 Summerlin Las Vegas NV 89144,0,0,5.0,
dv0s9iJf3aEAlQhEHS4xVQ,Health,653 N Town Center Dr Ste 106 Summerlin Las Vegas NV 89144,1,1,3.0,
dF_W0phEukIIyX0Ride-CQ,Health,1775 Village Center Cir Ste 150 Summerlin Las Vegas NV 89134,1,0,5.0,
yNhBiwsl9OuB8I8rbEvrZg,Health,6440 Medical Center St Ste 100 Spring Valley Las Vegas NV 89148,1,0,4.0,
qo8bAEgYWso7HQ-Q4Xxn3g,Health,3025 S Rainbow Blvd Westside Las Vegas NV 89146,0,0,4.0,
zMm4rZ117qTa4qG5JyaegQ,Health,1725 S Rainbow Blvd Westside Las Vegas NV 89146,0,1,4.0,
rb1YGhx51wCW881fGiY8sw,Health,3120 S Rainbow Blvd Ste 202 Westside Las Vegas NV 89146,0,0,5.0,
4_PZ8YWFprKL9jinc7ArdQ,Health,2261 S Rainbow Blvd Westside Las Vegas NV 89146,0,1,4.0,
nTM8SOPL87qhsLHY1TYtBA,Health,1341 S Rainbow Boulevard Westside Las Vegas NV 89146,1,0,5.0,
Obp_JreKfUBk8mH4FdhpOw,Health,1250 South Buffalo Drive Westside Las Vegas NV 89117,1,0,2.0,
tAINWiU7j4_0mPrYheQVjQ,Health,8910 W Tropicana Ave Ste 5 Spring Valley Las Vegas NV 89147,1,0,5.0,
mwsk8KVpFrtBHiXnSuvEtQ,Health,1420 S Jones Blvd Westside Las Vegas NV 89146,0,0,5.0,
zPychKrky-H-qi7GZH33mQ,Health,5410 W Sahara Ave Westside Las Vegas NV 89146,0,0,1.0,
bEOSFL7CLcEE04Ez9yHN_Q,Health,5410 W Sahara Avenue Westside Las Vegas NV 89146,1,0,3.0,
05KOmeefVwtusGwb0Qf9sQ,Health,2575 Lindell Rd Westside Las Vegas NV 89146,1,0,2.5,
lVqAXnfPFx_LvhCXGH-WtA,Health,2625 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,3.0,
lHYZCCgZ8qNMwY-vhY-KUg,Health,2685 S Rainbow Blvd Ste 200 Westside Las Vegas NV 89146,1,0,4.0,
se11kpNHxkw59O_7wwWhaQ,Health,2810 S Jones Blvd Westside Las Vegas NV 89146,1,0,4.5,
zbNoYjtN_7AYtpy6Kr_IGQ,Health,2920 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,4.0,
11pyVYYJv0Iervv4mcTt_A,Health,10115 W Twain Ave Ste 100 Spring Valley Las Vegas NV 89147,1,0,5.0,
Qj1K6hhF4RNGPrG3p1WNvw,Health,6707 W Charleston Blvd Westside Las Vegas NV 89146,1,0,5.0,
Mh4kLUZJh4qacS9wX1AcUg,Health,5701 W Charleston Blvd Ste 103 Westside Las Vegas NV 89146,1,0,5.0,
VSRXdKqw55a171VDsgNyEQ,Health,5320 W Sahara Ave Ste 3 Westside Las Vegas NV 89146,1,0,4.0,
jgZwJMDmQzlvYO7qen85Bw,Health,5765 S Fort Apache Rd Ste 110 Spring Valley Las Vegas NV 89148,1,0,3.5,
Oh25y5PSbvje_95k9Yc1UA,Health,5701 W Charleston Boulevard Westside Las Vegas NV 89146,1,0,1.5,
TICT17MKUjTiiPd3kuLqqw,Health,3017 W Charleston Blvd Westside Las Vegas NV 89102,1,0,2.5,
GVeRH-7DlZTDUSci38OWRA,Health,6707 W Charleston Boulevard Westside Las Vegas NV 89146,1,0,4.0,
CQlS7e1GdmiL6TxpSSL-gw,Health,1151 S Torrey Pines Dr Westside Las Vegas NV 89146,0,0,1.5,
J_nocxub31upWxr6LrUP9A,Health,9280 W Sunset Rd Ste 100 Spring Valley Las Vegas NV 89148,1,0,5.0,
UCd5WEiCH9bOMVuXVLBwzw,Health,4122 Butler St Lawrenceville Pittsburgh PA 15201,1,0,3.5,
vfRZho84kYAs9oEW8rJl1Q,Health,2026 E Carson St South Side Pittsburgh PA 15203,1,1,4.5,
M81DfL9-BLugRVnasW2Dgg,Health,3200 S Water St South Side Pittsburgh PA 15203,1,0,5.0,
Bg61jOnSCZGiNSXtKoThVQ,Health,311 S Craig St Oakland Pittsburgh PA 15213,0,1,5.0,
tWBxu4ncghb1EmSrMc4BVw,Health,120 Lytton Ave Oakland Pittsburgh PA 15213,0,0,3.5,
64pFykiDuDA8aw--T2xO2Q,Health,3347 Forbes Ave Ste 302 Oakland Pittsburgh PA 15213,1,0,5.0,
p4R_85lf1om4ndYJLVgc_g,Health,200 Lothrop St Oakland Pittsburgh PA 15213,1,0,3.0,
JV9897xZJihpMymVQWwQlg,Health,5230 Centre Ave Shadyside Pittsburgh PA 15232,1,0,4.5,
WKy4c_Y2FgBsJrfuwECpig,Health,6300 Forward Ave Squirrel Hill Pittsburgh PA 15217,0,0,1.0,
FjYOuazs29x7icGAMHrgYg,Health,2345 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,4.5,
XwqT3Mq9K0yUDP7qLeVJfA,Health,828 Hazelwood Ave Greenfield Pittsburgh PA 15217,1,0,4.5,
ONt3bdggBy17Pu19_xtUQw,Health,2301 Murray Ave Squirrel Hill Pittsburgh PA 15217,0,1,5.0,
QeBlSpVFCAynteblycwgbg,Health,5889 Forbes Ave Ste 305 Squirrel Hill Pittsburgh PA 15217,1,0,4.0,
GN7wOQJUsx8C6S3s_34f0A,Health,1821 Murray Ave Squirrel Hill Pittsburgh PA 15217,0,0,5.0,
uCVlfxoph6iFgztZC72Mxw,Health,1400 Locust St The Hill District Pittsburgh PA 15219,0,0,4.0,
s225WP7lUEX8C90SGRCNnA,Health,428 Forbes Avenue Downtown Pittsburgh PA 15219,1,1,5.0,
gZJgxJf7l4YmoSRyVbrqUw,Health,150 Forest Hills Plz Pittsburgh PA 15221,1,0,4.5,
y01N4aqGi3e59n8r-GTCOQ,Health,942 Western Ave North Side Pittsburgh PA 15233,1,0,5.0,
oOWmiJhjlhqf5_NqLV8OJg,Health,300 Fleet St Greentree Pittsburgh PA 15220,1,0,4.5,
ogHDdaA_evPRd6hg5PP4sQ,Health,5500 Highway 49 S Harrisburg NC 28075,1,0,5.0,
7seTXuVcqRu9goQ5voGG5w,Health,1450 Matthews Twnshp Pkwy Matthews NC 28105,1,0,5.0,
kr4z2DZH_aYfeAffTPthdw,Health,101 E Matthews St Ste 600 Matthews NC 28105,0,0,3.5,
MviTMoZHIFHn2AjCnXLFcA,Health,1401 Matthews Township Pkwy Ste 100 Matthews NC 28105,1,0,3.5,
wbsj7rRg3u8S7OJiu03ItQ,Health,1500 Matthews Twnshp Pkwy Matthews NC 28105,0,0,3.5,
1i9BtN_8mDBRpgCQTgoAgg,Health,1340 Matthews Township Pkwy Ste 101 Matthews NC 28105,1,0,5.0,
idrRUE_4PBEwjafJVPZVuQ,Health,110 N Torrence St Elizabeth Charlotte NC 28204,1,0,5.0,
N9lzuDokGyGlKbeMr_vPJQ,Health,1812 Lyndhurst Ave Dilworth Charlotte NC 28203,1,0,4.0,
IZiK5hhmLGq3kTKnCIfzUQ,Health,1408 East Blvd Ste C Dilworth Charlotte NC 28203,0,0,4.0,
8TwHEK6VPnZOM_zF1McnSA,Health,1000 Blythe Blvd Dilworth Charlotte NC 28203,0,0,4.0,
etlJh7qmqK1mNgAcmLUKrg,Health,1408 East Blvd Ste D Dilworth Charlotte NC 28203,0,1,4.5,
w8oRGTTKtIY-JVAM35-vqQ,Health,1014 East Blvd South End Charlotte NC 28203,1,0,4.5,
ACldIl1Ftc9hObmUkSQ1iA,Health,1208 South Blvd South End Charlotte NC 28203,1,1,4.0,
cFydaR5fir48mowXBDwQwA,Health,1000 Queens Rd W Myers Park Charlotte NC 28207,0,0,4.5,
kgO7RdRbOEv3qtCA-TLW7A,Health,1928 Randolph Rd Ste 300 Elizabeth Charlotte NC 28207,1,0,2.0,
KuqwBLZwNWXScZTdcOFxdA,Health,2215 Randolph Rd Elizabeth Charlotte NC 28207,1,0,5.0,
22Yn4tHkF1XEq7ByhYc0XQ,Health,2630 E 7th St Ste 100 Elizabeth Charlotte NC 28204,1,0,2.5,
czwUB_e_6OWizjg-sT_J9Q,Health,725 Providence Rd Ste 301 Elizabeth Charlotte NC 28207,1,0,4.5,
oZU6BIw3VjSRTsuWClUNmQ,Health,201 Providence Rd Elizabeth Charlotte NC 28207,1,1,3.5,
e06kosghfs8f6kr6adLLJQ,Health,2310 Randolph Rd Elizabeth Charlotte NC 28207,1,0,2.5,
pT28A6nh8Yhi4EzzZyEyOA,Health,2630 E 7th St Ste 101 Elizabeth Charlotte NC 28204,1,0,5.0,
ElUtpGDsbSuVkZBfShqpvg,Health,1901 Randolph Rd Elizabeth Charlotte NC 28207,1,0,4.5,
7x3zl5PFwwW4AYvM2YJE7Q,Health,4119 Park Rd Charlotte NC 28209,0,0,3.0,
XIwMULZfv-DpkDI7IO_D7Q,Health,3621 Randolph Rd Elizabeth Charlotte NC 28211,1,0,4.0,
gml0sUVxgcw4qk3SRK6rfg,Health,2630 E 7th St Ste 200 Elizabeth Charlotte NC 28204,1,0,3.5,
NHD2391iTbacOQbEOGVm0w,Health,4223 Providence Rd Sherwood Forest Charlotte NC 28211,0,1,3.5,
PpqKAtLyTRk4sLxMrsVEdg,Health,135 S Sharon Amity Rd Ste 100 Cotswold Charlotte NC 28211,1,1,2.0,
UySZnKJTV6SrLq26k8AOmA,Health,200 Greenwich Rd Cotswold Charlotte NC 28211,1,0,4.5,
6-JA99X_Hew1ZDbIeeZFTw,Health,4525 Cameron Valley Pkwy South Park Charlotte NC 28211,1,0,4.0,
Zu87_yCZ-4H-nWrGwabPKA,Health,3006 Baucom Rd Ste 100 Derita Charlotte NC 28269,1,0,3.0,
DoEa5vuT24p4jq1OJ4MqVw,Health,9332 S Tryon St Steele Creek Charlotte NC 28273,0,0,4.5,
bsuPftbPn4nwvYe79mk-jQ,Health,9332 S Tryon St Steele Creek Charlotte NC 28273,0,0,3.0,
L7-QZqFrlcCv4Pi1ysDGWg,Health,14214 Ballantyne Lake Rd Ballantyne Charlotte NC 28277,0,0,3.5,
q_LgrxcDmacucfb-2dce7g,Health,14214 Ballantyne Lake Rd Ste 300 Ballantyne Charlotte NC 28277,1,0,5.0,
4qeng4PIVoTkz8_jmLYSvQ,Health,8206 Providence Rd Ste 1800 Arboretum Charlotte NC 28277,0,1,4.0,
e6BcZgbqrieKrcgfHPnXUA,Health,7808 Rea Rd Ste F Charlotte NC 28277,0,1,4.0,
OYFjAm_soUbVA2GzsHUXxA,Health,Sonoran Desert Dentistry 9220 E Raintree Dr Ste 102 Scottsdale AZ 85260,0,0,5.0,
PvRGbTosdScecvPlB5kVfA,Health,1010 N Edge Trl Verona WI 53593,1,0,4.5,
3yGSxV6-rMa0wj1J2MTKng,Health,123 State St Capitol Madison WI 53703,1,1,3.0,
Z_9Q5UPY-zmzbNge9gRsyg,Health,341 State St Ste G Capitol Madison WI 53703,0,1,4.5,
hfCB7lqu3QhoQDxTmhJnag,Health,413 W Washington Ave Capitol Madison WI 53703,1,0,5.0,
bxrGCpJg-_l6YxsGO5Essg,Health,425 W Washington Ave Capitol Madison WI 53703,1,0,4.0,
c988uFe1-6Xix-vUTd9rMQ,Health,202 S Park St Greenbush Madison WI 53715,0,1,4.0,
hqWftK-x7pihirsx5rSenw,Health,3230 University Ave Ste 11 Madison WI 53705,1,0,4.0,
HxHXs5cTOWtHGNA9l6ojFA,Health,3313 University Ave Madison WI 53705,0,1,4.0,
YyPTfnJ15pfF_9xCZriksg,Health,4410 Regent St Madison WI 53705,1,0,3.0,
A8QunvG1_F2i9oOJGRoxeg,Health,4506 Regent St Ste 1 Madison WI 53705,1,0,3.5,
mgdNiQffPfdw0aBagF_0bA,Health,707 S Mills St Greenbush Madison WI 53715,1,0,4.0,
QJI-AfNpU3d4QOdUg7MY7A,Health,20 S Park St Ste 506 Greenbush Madison WI 53715,1,0,3.0,
Rz9pomCN5c-AUuDSZbV4PA,Health,20 S Park St Ste 450 Madison WI 53715,1,0,5.0,
wEObycryWb89BMjp5-QTwQ,Health,752 N High Point Rd Wexford Madison WI 53717,1,0,3.0,
Jv6axApuSKIukh3pv31epw,Health,7428 Mineral Point Rd Madison WI 53717,0,0,5.0,
JLRKM_B7zBNTQnmP_IypeQ,Health,5709 Odana Rd Madison WI 53719,1,0,3.5,
N-NIiQWzqijSjbjdeU316Q,Health,6658 Odana Rd Madison WI 53719,1,0,3.0,
8j5fks9FJvMeqPqwLDUX1A,Health,1 W Towne Mall Madison WI 53719,1,1,2.0,
zOSlt2_wFiV4NPQ6vMtIUg,Health,6627 McKee Rd Stone Meadows Madison WI 53719,0,0,5.0,
JcKfTnqX3xO3FxvDMo-Z7w,Health,306 W Springfield Ave Urbana IL 61801,0,1,3.0,
1iHsltcNWtMDll6Xf3SbYQ,Health,1109 S Lincoln Ave Urbana IL 61801,0,0,3.0,
AsRPzUmZGDAvZRtls2SSpw,Health,611 W Park St Urbana IL 61801,0,0,4.0,
Dl-mLWs6Fqyj5_b1jn-YHg,Health,403 W Windsor Pl Champaign IL 61820,0,0,2.5,
DMyNSinxYtlaml0-ysn_sg,Health,5355 W Chandler Boulevard Chandler AZ 85226,1,0,5.0,
cMIX4ZWEwC5nJTMhb6EX_w,Health,125 W McDowell Rd Ste B Phoenix AZ 85003,0,0,2.0,
TnxRj30cDQvc3IKjFUCxfw,Health,6135 N 35th Ave Ste 135 Phoenix AZ 85017,0,0,4.0,
SmHWkbRLVJBJbsfJ0HF1uw,Health,18325 North Allied Way Suite 100 Phoenix AZ 85054,0,0,3.5,
0PQPuxbqXOMrTwAgL-MqGQ,Health,3911 W McDowell Rd Ste 15 Phoenix AZ 85009,0,1,2.5,
I98ESrTemwkaVIrN_USx4A,Health,1835 W Missouri Ave Phoenix AZ 85015,1,0,4.0,
iK6LQjFL4aMJzTS6Hf3F_Q,Health,550 W Indian School Rd Phoenix AZ 85013,0,1,3.5,
Ar8BfETzZ2QRrQ8LrdcX2Q,Health,6520 N 7th Ave Ste 1 Phoenix AZ 85013,1,0,4.5,
zB1c15KRsE3Y_YArwwD16Q,Health,6520 N 7th Avenue Phoenix AZ 85013,1,0,5.0,
XCijrfbRwQv_y45N0LbFwQ,Health,4000 N Central Ave Ste 1401 Phoenix AZ 85013,1,0,5.0,
7DADQydfAe25ZW0k3rSnpQ,Health,3411 N 5th Ave Ste 207 Phoenix AZ 85013,1,0,3.5,
H2HHgwgZvBsDM0Tm69-vzQ,Health,300 W Clarendon Ave Ste 150 Phoenix AZ 85013,1,0,3.0,
S7HpGwh2LhOKGZErLWFDUg,Health,9238 E Raintree Dr Scottsdale AZ 85260,1,0,3.0,
UFC4jwI-Cc8Gyg_nHnW-xQ,Health,300 W Clarendon Ave Ste 120 Phoenix AZ 85013,1,0,4.0,
6vYamTrBku9xURhqxKyw0g,Health,350 W Thomas Rd Phoenix AZ 85013,0,1,3.5,
fZBCZu_g5XuqnOnOU_Z20A,Health,2927 N 7th Ave Phoenix AZ 85013,1,0,1.5,
vJfuZZN4wixWwEp3uXP4XA,Health,2910 N 3rd Avenue Phoenix AZ 85013,1,0,5.0,
Q_FlulKVnMAFlZ5Kj8pPCQ,Health,3600 N 3rd Ave Phoenix AZ 85013,1,0,4.5,
al3KlCKbJ8mimbD4TNG2Ng,Health,9377 E Bell Rd Ste 207 Scottsdale AZ 85260,1,0,4.0,
RSMkSCk0E2n9XDxiZzEDPw,Health,2150 W Indian School Rd Phoenix AZ 85015,1,0,4.5,
