Business Id,Business Name,Address,Alcohol,Dancing,Noise Level,Stars
XelBL_N-n-y1221tRAcZ0w,Pubs And Bars,1455-59 Rue Crescent Montreal QC H3G 2B2,1,0,"loud",3.5,
zhANvzCjhC1UjA5Jni3yrA,Pubs And Bars,5563 Monkland Avenue Montréal QC H4A 1E1,1,0,"very_loud",3.5,
FikydBNpLHb7-eHJdwUIDg,Pubs And Bars,170 University Avenue W Waterloo ON N2L 3E9,1,0,"average",3.5,
jPfaWUZtRKj3Lo7dNz6Lnw,Pubs And Bars,272 King Street N Waterloo ON N2J 2Y9,1,0,"loud",4.0,
-2BNc33MHRuXljtCkXcLPg,Pubs And Bars,59 King Street N Waterloo ON N2J 2X2,0,0,null,2.5,
kR8vQCRSXAydvrHna840Yw,Pubs And Bars,33 Erb Street W Waterloo ON N2L 1S8,1,0,"very_loud",3.5,
U9O4sfjPcf12oCrd2JHgDg,Pubs And Bars,509 Wilson Avenue Kitchener ON N2C 2M4,1,0,null,2.5,
kW2z_zC2lWHixLRc-z0XWw,Pubs And Bars,56 King Street N Waterloo ON N2J 2X1,1,0,"very_loud",3.5,
OT9beQMl26vCW2WQF5Ft5w,Pubs And Bars,707 King St E Cambridge ON N3H 3N8,0,0,null,4.0,
W_iTJxla_wCcEs28FBanNg,Pubs And Bars,5956 Executive Dr. Fitchburg WI 53719,1,0,null,3.5,
TZ2sCVzt6QxkjfDD-hbIfw,Pubs And Bars,7631 Sharon Lakes Rd Suite L Charlotte NC 28210,0,0,null,4.0,
WNAXjdM0UysofhY5_3Legw,Pubs And Bars,507 E 36th St NoDa Charlotte NC 28205,1,0,"average",4.0,
-4XBX2pNLrGmRK-7YoXtsg,Pubs And Bars,12210 Copper Way Ballantyne Charlotte NC 28277,1,0,"average",3.5,
Nm9_4UEQgZ8nKTtgXKTNPQ,Pubs And Bars,16840 N 83rd Ave Peoria AZ 85382,1,0,"loud",2.5,
k-Qn8eTYiPuupKbvPS1I9A,Pubs And Bars,2609 E Washington Ave Starkweather - Yahar Madison WI 53704,1,0,"average",4.5,
q-hsairntIcaUs2BCQ07Fw,Pubs And Bars,335 N Graham St Third Ward Charlotte NC 28263,1,0,"loud",4.0,
IfI74YIJHnz6Zr1PsfzcYA,Pubs And Bars,993 Market St Baxter Village Fort Mill SC 29708,1,0,"average",3.5,
LY_N7ALZ59BlCZIktlp13Q,Pubs And Bars,4601 American Pkwy Madison WI 53718,1,0,"average",3.5,
2QFLBJ8tTHT7WrrOOD5HrQ,Pubs And Bars,2496 Rue Notre-Dame W Montréal QC H3J 1N4,1,0,"average",4.0,
2rT4LrsGGd9mjerwEWKfYw,Pubs And Bars,4800 Monroe Rd Cotswold Charlotte NC 28263,1,1,null,3.0,
2LZtHTbbN5xA3PcPzFsXlQ,Pubs And Bars,71-73 York Place New Town New Town Edinburgh EH1 3JD,1,0,null,3.5,
XeX67II3LlNJ49-sg4gDig,Pubs And Bars,4-6 S Bridge Newington Edinburgh EH1 1LL,1,1,"very_loud",3.0,
NXsVHhf1WBhjNPCVlT4dEw,Pubs And Bars,69 Easter Road Leith Edinburgh EH7 5PW,0,0,null,3.0,
tAoUsufHhcTRZEBTwmC68g,Pubs And Bars,11 St Vincent Street Stockbridge Edinburgh EH3 6SW,1,0,null,4.0,
KqgeyLdYbfsd9veyR6UGtw,Pubs And Bars,18 Hamilton Place Stockbridge Edinburgh EH3 5AU,1,0,"average",3.5,
Nq_BMV7kyx9_C3w0Jip6CA,Pubs And Bars,30-34 Candlemaker Row Old Town Edinburgh EH1 2QE,1,0,"average",3.5,
zBG2vQ0A6F5HQkv_aeWfAQ,Pubs And Bars,1-3 S Bridge Old Town Newington Edinburgh EH1 1LL,1,0,"loud",3.5,
zpsDyx9wh7LYjtBLTpu_-w,Pubs And Bars,1-5 W Register Street New Town Edinburgh EH2 2AA,1,0,null,4.0,
-F1ktE7JM6vpIoF16CAyjQ,Pubs And Bars,126-128 George Street New Town Edinburgh EH2 4JN,0,0,null,4.0,
QPsNlmETw14k-_RqX-RULw,Pubs And Bars,54 George IV Bridge Old Town Edinburgh EH1 1EJ,1,0,"average",4.0,
pM4RA9OXTsJn7cR9ilsmQA,Pubs And Bars,11-13 Grassmarket Grassmarket Edinburgh EH1 2HY,1,0,null,3.0,
yH9ir4281i2RHsXtfzghvg,Pubs And Bars,260 Leith Walk Leith Edinburgh EH6 5EL,0,0,null,1.5,
8uMP4kv2Je6rM9ZNz0apGw,Pubs And Bars,25-27 Greenside Place Edinburgh EH1 3AA,1,0,null,4.0,
VxbK-VANsEOzqxTh_GzvzQ,Pubs And Bars,9 Hunter Square Newington Edinburgh EH1 1QW,1,0,"loud",3.5,
2Yd7GEhU7uqzraztlLpWKQ,Pubs And Bars,29-31 William Street West End Edinburgh EH3 7NG,1,0,"average",3.5,
xFz5u2Tgv1RYmqYZ9kUFFQ,Pubs And Bars,80 West Bow Grassmarket Edinburgh EH1 2HH,1,0,"quiet",4.0,
5v2WUEmIPU8jTmOQ9xhcGA,Pubs And Bars,4 South Charlotte Street New Town Edinburgh EH2 4AW,1,0,null,2.5,
Rphay8MhjPIGMcSVVucB8w,Pubs And Bars,18-22 Greenside Place New Town Edinburgh EH1 3AA,1,1,null,3.5,
01lSqf42wyNaiEmNgIrutg,Pubs And Bars,232 Canongate Old Town Edinburgh EH8 8DQ,1,1,"average",3.5,
j_Osmk22IY88-f8Bzr3m-g,Pubs And Bars,1-3 Haymarket Terrace West End Edinburgh EH12 5EZ,0,0,null,4.0,
MQo3FnweaE37sEDoG7hU5w,Pubs And Bars,45 Shore Leith Edinburgh EH6 6QU,1,0,null,4.5,
-Ub3g_uP6XqUtZwy5k8jPg,Pubs And Bars,13 Ettrick Road Edinburgh EH10 5BJ,1,0,null,3.5,
LrQlUZI63FLf6SjiiJbu5A,Pubs And Bars,127 High Street Old Town Edinburgh EH1 1SG,1,0,null,4.0,
kzy5m93T7mbZJe9heq4PUA,Pubs And Bars,65 Lothian Road Old Town Edinburgh EH1 2DJ,1,0,"average",3.0,
ZRYZBtiRjjYqA8ohMoRn-Q,Pubs And Bars,11-13 N Bank Street Old Town Edinburgh EH1 2LP,1,1,"loud",2.5,
dXPmE2ncXbQTPBVNRODuNw,Pubs And Bars,1a Chambers Street Newington Edinburgh EH1 1HR,1,0,"loud",3.0,
2wXPLsK6VmbAzxlDhHEedA,Pubs And Bars,26 William Street West End Edinburgh EH3 7NH,1,0,null,4.0,
eGSVt9Mi1a0zuzZdASWsuQ,Pubs And Bars,85 St Leonards Street Newington Edinburgh EH8 9QY,1,0,null,3.0,
9O8V7j5otIRfNQ1SZy7vyg,Pubs And Bars,45 Home Street Tollcross Edinburgh EH3 9JP,0,0,null,3.0,
YALY5WpYfQxSrBd3x6r8ZQ,Pubs And Bars,14 Forrest Road Old Town Edinburgh EH1 2QN,0,0,null,3.5,
y7kvhDT_VfcpcINliAuSBw,Pubs And Bars,69 Home Street Tollcross Edinburgh EH3 9JP,1,0,"average",4.0,
jDdvx9jM96Z9NHfH1hPOCg,Pubs And Bars,5 Leith Street New Town Edinburgh EH1 3AT,1,0,null,3.0,
igGKppVRUIyuk1osdDSZuQ,Pubs And Bars,256-260 Morrison Street Haymarket West End Edinburgh EH3 8DT,0,0,null,3.0,
YspXC-yvNkG-HS53_eEd5g,Pubs And Bars,3 Dublin Street New Town Edinburgh EH1 3PG,1,0,null,3.5,
-wZiBWQZgk-n_QlBjVurgw,Pubs And Bars,Clydesdale Bank Plaza 50 Lothian Road West End Edinburgh EH3 9BY,1,0,null,3.0,
Q5XL0WU3xnr4JkaNXhHUNQ,Pubs And Bars,110-114 Rose Street New Town Edinburgh EH2 3JF,1,0,"loud",3.5,
3-0GopzawxFcEfRo2rHxdg,Pubs And Bars,297 Leith Walk Leith Edinburgh EH6 8SA,0,0,null,2.0,
IitYJB93bLyYJSjR91V-OQ,Pubs And Bars,212 Cowgate Newington Edinburgh EH1 1NQ,1,0,"loud",3.5,
dMHrqTMZaBeM7M3vD3w03w,Pubs And Bars,17 Market St Old Town Edinburgh EH1 1DE,1,0,null,3.5,
bVzxcFYr95ovU8-ZbGqXXw,Pubs And Bars,1 Queensferry Street West End Edinburgh EH2 4PA,1,0,null,3.0,
CDbIgngwhfr6GaeMPrNf3g,Pubs And Bars,39 Thistle Street New Town Edinburgh EH2 1DY,1,0,null,4.5,
hyhOOR7_wTcgdYksAS7g3Q,Pubs And Bars,32 W Nicolson Street Newington Edinburgh EH8 9DD,1,0,"average",4.0,
wdZ2duZwzcsbLQRgWvcQBw,Pubs And Bars,34 Grassmarket Grassmarket Edinburgh EH1 2JU,1,0,"average",3.5,
XD07ebgIm0JGM44AVg7Ojg,Pubs And Bars,49 Frederick Street New Town Edinburgh EH2 1EP,1,0,"loud",4.0,
3gxGprHLDbnrkCeDMOLZqg,Pubs And Bars,41 Lothian Street Newington Edinburgh EH1 1HB,1,0,null,4.0,
GMLIZSl24UX4A5q87B34AA,Pubs And Bars,81-85 Broughton Street New Town Edinburgh EH1 3RJ,1,0,"average",3.5,
NXkcUzGTO6HX-XvHGjMgfg,Pubs And Bars,152-154 Rose Street New Town Edinburgh EH2 3JD,1,0,"average",4.0,
_50oWtn7U0FklAk613FVRA,Pubs And Bars,7 James Court Old Town Edinburgh EH1 2PB,1,0,"average",4.0,
kXUkFlyFS7x2RiCBYR45ew,Pubs And Bars,46-48a Broughton Street New Town Edinburgh EH1 3SA,1,0,null,3.0,
VOkUje9gCy1G0B42sYPARA,Pubs And Bars,12a Broughton Street Lane New Town Edinburgh EH1 3LY,1,0,"loud",4.0,
4JZ1K4t_Ndifri8GVFswcw,Pubs And Bars,80 Queen Street New Town Edinburgh EH2 4NF,0,0,null,3.5,
Tol1dkLb7Z05d-X5QhjjHw,Pubs And Bars,1 Infirmary Street Newington Edinburgh EH1 1LT,1,0,"quiet",4.0,
38Bdmo0KzZ_9tjL0mq2u8g,Pubs And Bars,13a-14 Melville Place West End Edinburgh EH3 7PR,1,0,null,3.5,
ZCexyTHsxm3ucDFdnYillQ,Pubs And Bars,168 Rose Street New Town Edinburgh EH2 4BA,0,0,null,3.0,
Goufn_bfgUHZlzxT1LHW6Q,Pubs And Bars,8 Leven Street The Meadows Edinburgh EH3 9LG,1,0,"average",3.5,
3Ms_jV2Pp2VFfz8CqZcDjw,Pubs And Bars,11-15 Cockburn Street Old Town Edinburgh EH1 1BP,1,0,null,3.5,
ehC0mPcX_XbXKmMXZjUMxg,Pubs And Bars,65 South Clerk Street Newington Edinburgh EH8 9PP,1,0,"average",3.0,
EcCzmA_FJDGRgRfhjCOMBQ,Pubs And Bars,18-20 Grassmarket Grassmarket Edinburgh EH1 2JU,1,0,"average",3.5,
IcEQ1-pYdL9oPRQs7BakZw,Pubs And Bars,32-34 Potterrow Newington Edinburgh EH8 9BT,1,0,null,3.5,
QYwnYMzjXESzEjc-yAHC1A,Pubs And Bars,266 Canongate The Royal Mile Old Town Edinburgh EH8 8AA,1,0,"average",3.5,
IxE1-n6xZTFBkCkT1E-rvw,Pubs And Bars,33 Candlemaker Row Old Town Edinburgh EH1 2QG,1,0,"average",4.0,
IxCgVy219bfbRq7xEwODAQ,Pubs And Bars,The Smithies 49-51 Eyre Place Cannonmills Edinburgh EH3 5EY,0,0,null,4.0,
6RVoRilHow-zehz_qVZQCA,Pubs And Bars,26 George IV Bridge Old Town Edinburgh EH1 1EN,1,1,"average",3.0,
IUa2l15oFsROPt7amiod2Q,Pubs And Bars,71 Elm Row Leith Edinburgh EH7 4AQ,1,0,"average",2.5,
CjXMqzgucLNyPF49NopgUA,Pubs And Bars,14 Drummond Street Newington Edinburgh EH8 9TU,1,0,"average",4.0,
nN4EZPWX0BLEZVIvT8eyFA,Pubs And Bars,48 Cockburn Street Old Town Edinburgh EH1 1PB,1,0,null,3.5,
7gpHmcUwRdxeerBzkfJzWg,Pubs And Bars,45 Elm Row Leith Edinburgh EH7 4AH,1,0,"average",3.5,
OCmUiw241pE_nqFmjDiicw,Pubs And Bars,22-26 South Clerk Street Newington Edinburgh EH8 9PR,1,0,"average",3.5,
7nq3_FM-ydtlcI3pfxqspA,Pubs And Bars,142 Dundas Street Stockbridge Edinburgh EH3 5DQ,0,0,null,4.5,
Ucm6_V9o5yWjbknDXbosyQ,Pubs And Bars,61a Frederick Street New Town Edinburgh EH2 1LH,0,0,null,2.5,
yMqqf7wYgrOzZWWOAn0n4g,Pubs And Bars,17 Iona Street Leith Edinburgh EH6 8SG,1,0,null,3.0,
_FYQoe7HOV7_RIM_rnDssw,Pubs And Bars,1 Northumberland Place New Town Edinburgh EH3 6LQ,1,0,null,3.5,
D_RvESm_VexDLwAmiL7Csg,Pubs And Bars,35 Hanover Street New Town Edinburgh EH2 2PJ,1,0,null,3.0,
qubGE1ESrd-lrVjQsXq5Ag,Pubs And Bars,17 Frederick Street New Town New Town Edinburgh EH2 2EY,1,0,"average",3.5,
wBJPRDsFjbGV_jutOOwvMQ,Pubs And Bars,Edinburgh Art College 74 Lauriston Place Grassmarket Edinburgh EH3 9DF,0,0,null,4.5,
6qhU8s192K0_qM7N3dEEjw,Pubs And Bars,92 Grassmarket Grassmarket Edinburgh EH1 2JR,1,0,"average",4.0,
Qrqi9uBLZA37CWLlzYBfUA,Pubs And Bars,112 Hanover Street New Town Edinburgh EH2 1DR,1,0,"loud",4.0,
QOpL8Ni1wZTeQKxkrlfDXg,Pubs And Bars,44 Queen Charlotte Street Leith Edinburgh EH6 7EX,1,0,null,3.5,
6z7SIoKLSl3kj8iWgTStpg,Pubs And Bars,32 Northumberland Street New Town Edinburgh EH3 6LS,1,0,null,3.5,
TnMJmcHi9m7qFAB2jBnDZA,Pubs And Bars,11-13 Tarvit Street Tollcross Edinburgh EH3 9LB,1,0,"average",3.5,
HN_P-QEpETCKpuIH9XFKGw,Pubs And Bars,47-49 Deanhaugh Street Stockbridge Edinburgh EH4 1LR,1,0,"average",4.0,
kZ6EYZox-LTTHIePnI2W9A,Pubs And Bars,4-6 Dean Street Stockbridge Edinburgh EH4 1LW,0,0,null,4.0,
cVXhTMuzAs4-qdMiCb8ysw,Pubs And Bars,131-133 High Street Old Town Edinburgh EH1 1SG,1,0,"quiet",3.5,
lbmc6CVmw2bIYxo8azhyPg,Pubs And Bars,42 Bernard Street Leith Edinburgh EH6 6PR,1,0,null,4.0,
tc_obXJFYvztKFrV4cnzoA,Pubs And Bars,1 St Andrew's Square New Town Edinburgh EH2 2BD,1,0,null,3.0,
1h__4qbRjvyVvVwCgbKroA,Pubs And Bars,1 Albany Street New Town Edinburgh EH1 3PY,1,0,null,4.0,
a7tpayb23j4Q4C9yUmCuWg,Pubs And Bars,62-66 George Street New Town Edinburgh EH2 2LR,1,0,"loud",3.0,
kIH0JLW5zFTJrrSchsIb2w,Pubs And Bars,8 Young Street New Town Edinburgh EH2 4JB,1,0,"quiet",3.5,
ArxAsJCSrHL43hCWVyS-Fg,Pubs And Bars,159 Rose Street New Town Edinburgh EH2 4LS,1,0,"quiet",3.5,
QtRb1x7ZaloKcbk09-ZJrg,Pubs And Bars,42-44 Buccleuch Street Newington Edinburgh EH8 9LP,1,0,"average",4.0,
W14JnCeUsYPWYH8jlC7mXg,Pubs And Bars,43 Leith Street Edinburgh EH1 3AT,1,0,"loud",4.5,
gqieCffMWjRTRIqdeXcvXQ,Pubs And Bars,25 Broughton Street New Town Edinburgh EH1 3JU,1,0,null,3.5,
x02bWSJbx3VLZg6QytDpxQ,Pubs And Bars,73 Cockburn Street Old Town Old Town Edinburgh EH1 1BU,1,0,"average",4.0,
wJL_KCCKzAod2b-GFete2A,Pubs And Bars,74/78 Grassmarket Old Town Grassmarket Edinburgh EH1 2JR,1,0,"average",3.5,
ZhHHFrMlIO_J74TuOyspbQ,Pubs And Bars,167 Canongate Old Town Edinburgh EH8 8BN,1,0,"average",4.0,
ykj9Np6WWL-Txw84_eLgIw,Pubs And Bars,3 Cowgatehead Grassmarket Edinburgh EH1 1JY,1,1,null,3.0,
Q4NNptiJQ8mgxPhj_20zDw,Pubs And Bars,7 West Port Grassmarket Edinburgh EH1 2JA,0,0,null,4.0,
pNozqOyMv4gq7IUYEdhpHA,Pubs And Bars,11-14a W Maitland Street West End Edinburgh EH12 5DS,1,0,null,3.0,
VtwMVVgeAOCosAO_Il9WYg,Pubs And Bars,65/67 Canongate Old Town Edinburgh EH8 8BT,1,0,"average",4.0,
OQFCVAIrw6eqtRhK3ZB0MA,Pubs And Bars,2 - 4 Hope St New Town New Town Edinburgh EH2 4DB,1,0,"loud",3.0,
uEhkWNsb06nujbzchgwffw,Pubs And Bars,2 Spittal Street Old Town Edinburgh EH3 9DX,1,0,"average",4.0,
CI7v3zgHIau9KFthWOS-IA,Pubs And Bars,36 The Shore Leith Edinburgh EH6 6QU,1,0,"average",4.0,
XikYtr6sqjd8a1PpaLIfwg,Pubs And Bars,58 The Shore Leith Edinburgh EH6 6RA,1,0,"quiet",3.5,
NbW0Azo0swqYwmwF-RtFQw,Pubs And Bars,15 Brougham Place Tollcross Edinburgh EH3 9JX,0,0,null,3.5,
9bc_di3jCXrfxq3oNGdGsw,Pubs And Bars,24 Fleshmarket Close 199 High Street Old Town Old Town Edinburgh EH1 1BX,1,0,"average",4.0,
u9hGlRb_D9K6qsZnd_14SA,Pubs And Bars,100-102 Rose St New Town New Town Edinburgh EH2 2NN,1,0,null,3.0,
pSMiXmZDUHo-OLM-ixv3pw,Pubs And Bars,20 Young Street New Town Edinburgh EH2 4JB,1,0,"average",4.0,
-flBRdUY-Nu42fKHC0GxBg,Pubs And Bars,197 High Street Old Town Old Town Edinburgh EH1 1PE,1,0,"quiet",3.5,
V3EZvbbj-IH35wmrTUQy8Q,Pubs And Bars,23 Elm Row New Town Edinburgh EH7 4AA,0,0,null,3.0,
UKNAZDpXLkiNB4XcsdlEJQ,Pubs And Bars,26 Brougham Street Tollcross Edinburgh EH3 9JH,1,0,"quiet",4.0,
CaJ6CI2VEpA6Jk9gRDD87w,Pubs And Bars,2 Jamaica St New Town Edinburgh EH3 6HH,1,0,"average",4.0,
_OMHnjSbCW9T-PqHkdW4Kw,Pubs And Bars,182-184 Morrison Street West End Edinburgh EH3 8EB,1,0,"average",4.0,
laWCOP3z_Wcl4xk-nSmcUA,Pubs And Bars,101 Shandwick Place West End Edinburgh EH2 4SD,1,0,null,3.5,
mJWZVocHYy1nc6-pyh02lw,Pubs And Bars,3-7 W Richmond Street Newington Edinburgh EH8 9EF,1,0,null,3.5,
6VIOw-CtnSQmDjWTwij4-A,Pubs And Bars,113-115 George St New Town New Town Edinburgh EH2 4JN,1,0,"loud",3.5,
iaArZBU6dJBemOxk41xrEQ,Pubs And Bars,115 Broughton Street New Town Edinburgh EH1 3RZ,1,0,"average",3.5,
zORH1_OWemteuO5CkLUbSA,Pubs And Bars,57-59 Roseburn Terrace Haymarket Edinburgh EH12 5NQ,1,0,"average",3.5,
NNjr2Wa08L1xwCnWLFpe2w,Pubs And Bars,435 Lawnmarket Old Town Old Town Edinburgh EH1 2NT,1,0,"average",3.0,
DF5N-CTHtLvqsQag3BaTYA,Pubs And Bars,170 Rose Street New Town Edinburgh EH2 4BA,1,0,null,3.0,
bKQKBSntnGeBmRZ7P3shpA,Pubs And Bars,30a Chambers Street Old Town Edinburgh EH1 1HU,1,1,"very_loud",3.0,
Rjn1XBvXHembele8yOBd6Q,Pubs And Bars,Omni Centre 23-24 Greenside Place Edinburgh EH1 3AA,0,0,null,3.5,
K1wnx9iJ4RW02ymQAyVTOQ,Pubs And Bars,4 South College Street Newington Edinburgh EH8 9AA,0,0,null,4.0,
YwTf_6efSQUnBQFZtk6G_g,Pubs And Bars,3 Robertsons Close Newington Edinburgh EH1 1LY,1,0,"very_loud",3.0,
YO_zbgknfQMHmmVn5uygaQ,Pubs And Bars,6 Johnston Terrace Old Town Edinburgh EH1 2PW,1,0,null,3.5,
kRZL2tQ0j1VEFVRpBg6GcA,Pubs And Bars,7-8 Elm Row New Town Edinburgh EH7 4AA,0,0,null,3.0,
eR8_nPEZHNF65QB4k7AzDA,Pubs And Bars,23-25 William Street West End Edinburgh EH3 7NG,1,0,null,3.5,
xkzPVPhdsQolnUuW6YVbZA,Pubs And Bars,6 Baxter's Place New Town Edinburgh EH1 3AF,1,1,null,3.0,
4EQEcYHR-aa7jfNA1LsCJA,Pubs And Bars,1 - 3 Cumberland Street New Town Edinburgh EH3 6RT,1,0,"average",4.5,
JwdUmaRj9XEeOJXS9xC0uQ,Pubs And Bars,26b Dublin Street New Town Edinburgh EH3 6NN,1,0,null,4.0,
W1oVUlhgNOdFzg6nP5R-aw,Pubs And Bars,7b Randolph Place New Town Edinburgh EH3 7TH,0,1,null,3.5,
v792Ffl5dnGm2PoM0t6yng,Pubs And Bars,16 S Fort Street Leith Leith Edinburgh EH6 4DN,1,0,null,4.0,
WF8gD7D9loI3CIKgUj1msA,Pubs And Bars,1 High Street Old Town Edinburgh EH1 1SR,1,0,null,3.5,
LL3C4gU3i4rPZ0f1PbdvEg,Pubs And Bars,22 Fleshmarket Close Newington Edinburgh EH1 1DY,1,0,null,3.5,
4Vxe1XCWbijE-d9Cl8zI2w,Pubs And Bars,1 Roseburn Terrrace Haymarket Edinburgh EH12 5NG,1,0,"average",3.5,
-7AHN3pbNd9XQCKg1zsxew,Pubs And Bars,367 Leith Walk Leith Edinburgh EH6 8SE,1,0,null,3.0,
R-llVP3aaloadjw3h2O0ww,Pubs And Bars,133-135 Lothian Road Old Town Edinburgh EH3 9AD,0,0,null,4.0,
-G512P1yvA-P_EOm5kptSw,Pubs And Bars,38 West Nicolson Street Old Town Newington Edinburgh EH8 9DD,1,0,"loud",3.5,
ByoPCUfRROwAMQIK0_MJ2g,Pubs And Bars,183 Constitution Street Leith Leith Edinburgh EH6 7AA,1,0,null,3.0,
xy3RGcgJFKSpkMh78Ig7QQ,Pubs And Bars,521 Lawnmarket Old Town Edinburgh EH1 2PE,1,0,null,3.0,
qoyOMslTY3UkYG_dyGQn3A,Pubs And Bars,25 Forrest Road Old Town Edinburgh EH1 2QH,1,0,"average",4.0,
F581rqv-78A6ytcFa8_MBw,Pubs And Bars,2 Brougham Street Tollcross Edinburgh EH3 9JH,1,0,null,3.5,
QAIU0HXZlP8axPkeGCpTSQ,Pubs And Bars,55-57 Rose Street New Town Edinburgh EH2 2NH,1,0,null,3.0,
VHehbRMOnPFVjnNdKGf-qQ,Pubs And Bars,10a-12a Broughton Street New Town Edinburgh EH1 3RH,1,0,"average",4.0,
AQyqlSpv0o9jCPSoP0PpfQ,Pubs And Bars,233-235 Causewayside Newington Edinburgh EH9 1PH,1,0,null,4.0,
MChDCe2bopMtQgPjj1XxpQ,Pubs And Bars,134 Dundee Street Edinburgh EH11 1AJ,1,0,"average",3.5,
_6l_vm7_maYTfO5tpei27A,Pubs And Bars,Mortonhall Gate Edinburgh EH16 6TJ,0,0,null,4.5,
xGLrhhi5VIw3OYpVnpzycw,Pubs And Bars,200 Dalkeith Road Edinburgh EH16 5DT,1,0,null,3.0,
zuJjXpfrYg9ntpc9_ntZMA,Pubs And Bars,22 Marchmont Cresent Marchmont Edinburgh EH9 1HG,1,0,null,3.5,
jspKsL56WcCw7RfiFba-Vg,Pubs And Bars,118-120 Biggar Road Edinburgh EH10 7DU,1,0,"quiet",2.5,
BP6audhs1USL9w5xUk1NpQ,Pubs And Bars,73 Gorgie Road Edinburgh EH11 2LA,0,0,null,2.5,
1bzAJS6Q01QPTQueO6Lb_w,Pubs And Bars,1 Grange Road Newington Edinburgh EH9 1UH,1,0,null,3.5,
8-itK75RRevbtfJUAhvpOA,Pubs And Bars,168 Morningside Road Morningside Edinburgh EH10 4PU,1,0,"average",3.0,
-ao1RsaDsxmxYmwz2erMkQ,Pubs And Bars,35 Polwarth Cresent Edinburgh EH11 1HR,0,0,null,3.5,
m0yOk-81jhCxUXy4_hqMpw,Pubs And Bars,43-45 The Causeway Duddingston Edinburgh EH15 3QA,1,0,"quiet",4.0,
IiC6oUw1oKuqENp9o1t-Mw,Pubs And Bars,1 Ratcliffe Terrace Newington Edinburgh EH9 1SX,1,0,null,3.0,
1kPt0cfoTDLAeUfaS3QWnQ,Pubs And Bars,27 Lanark Road Edinburgh EH14 1TG,0,0,null,3.5,
B0csIf32_FRjO2DB-YMUHA,Pubs And Bars,316 Gorgie Road Edinburgh EH11 2QZ,1,0,null,3.5,
dPt1IxHyu69JtWVxWLwUNQ,Pubs And Bars,27 Spylaw Street Edinburgh EH13 0JT,1,0,null,3.5,
r_F1jMySiWH2qpaNVvORJg,Pubs And Bars,100 Lindsay Road Newhaven Leith Edinburgh EH6 4TZ,1,0,null,3.0,
9Hf23TI_eyV_jg5dyNxKjQ,Pubs And Bars,36 High St South Queensferry EH30 9HN,1,0,null,3.5,
72aMHZszkTpCV_c5VwPiZA,Pubs And Bars,69 Lauriston Farm Road Edinburgh EH4 5EX,1,0,"average",3.0,
5_8_OHXxqh_vxerqfZKAiQ,Pubs And Bars,92 Gorgie Road Edinburgh EH11 2NP,1,0,null,3.0,
Uc9hyrcz2WuBG4UHwVs6Sw,Pubs And Bars,St Andrews Square George Street New Town Edinburgh EH2 2BH,0,0,null,2.0,
Rs105GJSlx0gQ3Axn0r3yg,Pubs And Bars,3-4 Downie Terrace Edinburgh EH12 7AU,0,0,null,3.5,
DidPx4BwuFP1LwVFwibYqg,Pubs And Bars,2 Montrose Terrace Old Town Edinburgh EH7 5DL,1,0,"average",4.0,
NYSi8a4-NABF5X_nqOXG5g,Pubs And Bars,536 Gorgie Road Midlothian Edinburgh EH11 3AL,0,0,null,3.5,
nJ7K_pduBPMmHnnWIWICoA,Pubs And Bars,1-2 Moat Place Edinburgh EH14 1NY,1,0,null,3.5,
F_ASRRQjDpNx6bX4WqvpDA,Pubs And Bars,7 Belhaven Terrace Morningside Edinburgh EH10 5HZ,1,0,"average",3.5,
i5xZH0BOCRWCA3EwJw8tug,Pubs And Bars,1A Chambers Street Newington Edinburgh EH1 1HR,1,1,"average",4.5,
-aQiJlBuJsUcBCVgdW3u6A,Pubs And Bars,Unit 8 Omni Ctr Greenside Pl New Town Edinburgh EH1 3BN,1,0,"very_loud",3.0,
vqt2i3rfprEtqXDRHM1Xgw,Pubs And Bars,237 Morningside Road Morningside Edinburgh EH10 4QU,1,0,"average",3.5,
yTs75deYJ18Htn5f0TtYGw,Pubs And Bars,87 Portobello High Street Edinburgh EH15 1AW,0,1,null,4.0,
1jTLAXGm25CAmBNZc4baJg,Pubs And Bars,51-53 Newhaven Place Leith Edinburgh EH6 4TX,1,0,null,3.5,
EKzKPolF0e53GIEymVvxAQ,Pubs And Bars,30 Yeaman Place Edinburgh EH11 1BT,1,0,null,4.0,
Gb74AYaYVyGQhkLgf9OQ8w,Pubs And Bars,12-14 Bridge Road Colinton Village Edinburgh EH13 0LQ,1,0,null,4.5,
HZ-krNNTDn32p-o2tCBYBg,Pubs And Bars,393 Gilmerton Road Edinburgh EH17 7PX,1,0,"average",2.5,
R2bLIgvH9EDd8v72z9xvHg,Pubs And Bars,108 St Johns Road Edinburgh EH12 8AX,0,0,null,2.5,
8IyIf_v6azdjsTe6WzKd4w,Pubs And Bars,5 High Street Lasswade EH18 1NA,1,0,"average",3.5,
Pfgte-eEN0hvzpL9sVBUJA,Pubs And Bars,30-31 Wrights Houses Edinburgh The Meadows Edinburgh EH10 4HR,1,0,"average",3.5,
WoqzO-JZ51Gx3zSoFkSpaA,Pubs And Bars,88 Dalry Road Haymarket West End Edinburgh EH11 2AX,1,0,null,2.5,
kMXFP97-copDbFE5jimhiw,Pubs And Bars,15-17 Argyle Place Marchmont Edinburgh EH9 1JJ,1,0,"average",4.0,
